iter	Logloss
227	0.4122035278
228	0.4118919269
229	0.4117614758
230	0.411579373
231	0.41135695
232	0.4111908211
233	0.4109234415
234	0.410701538
235	0.4105335077
236	0.4103680709
237	0.4101474093
238	0.4099587113
239	0.4098433195
240	0.4095134768
241	0.4092225332
242	0.409013984
243	0.4088739504
244	0.4087302937
245	0.4086115999
246	0.4084168715
247	0.4082938724
248	0.4081371557
249	0.4079815837
250	0.4078441438
251	0.4077122717
252	0.4075294633
253	0.407353961
254	0.4071215869
255	0.4070018015
256	0.4067793733
257	0.4066337176
258	0.406484246
259	0.4063065635
260	0.4062080086
261	0.4060462291
262	0.4058882154
263	0.405727287
264	0.4055814138
265	0.4053228756
266	0.4049827836
267	0.4047447547
268	0.4046330071
269	0.4044860557
270	0.4043434468
271	0.4041217551
272	0.4039757375
273	0.4038261204
274	0.4037181177
275	0.4035815867
276	0.4034666922
277	0.4033173194
278	0.4031995728
279	0.4030750134
280	0.4029488646
281	0.402750776
282	0.4025639601
283	0.4023972051
284	0.4022802918
285	0.4021632289
286	0.4020369189
287	0.4019142279
288	0.4017523642
289	0.4015813671
290	0.4014236228
291	0.401311278
292	0.4010622726
293	0.4009264977
294	0.4007315041
295	0.4005353116
296	0.4004001031
297	0.4003259066
298	0.4002052156
299	0.4000527114
300	0.3999084275
301	0.3998125465
302	0.3996403016
303	0.3993130175
304	0.3991904742
305	0.3990549726
306	0.3989642991
307	0.3988428748
308	0.3987306803
309	0.398560961
310	0.3984444814
311	0.3982792906
312	0.3981231131
313	0.3980004011
314	0.3978931196
315	0.3977254802
316	0.3975900624
317	0.3974452399
318	0.3973199152
319	0.3971890301
320	0.3970853217
321	0.3969379083
322	0.3967173715
323	0.3965394383
324	0.3963972507
325	0.3962978864
326	0.3961372535
327	0.3959438905
328	0.395849683
329	0.3957401936
330	0.3955265744
331	0.3953796879
332	0.3952452232
333	0.3951107615
334	0.3949612171
335	0.3947795611
336	0.3946677256
337	0.3944322943
338	0.3942901376
339	0.3941034723
340	0.3939862088
341	0.3938631424
342	0.3937591298
343	0.3936649468
344	0.3935340581
345	0.3933669968
346	0.3932736961
347	0.3931663503
348	0.393022471
349	0.3927953343
350	0.3926708835
351	0.3925671782
352	0.3924109086
353	0.3922968791
354	0.3922050621
355	0.3920706413
356	0.3919507849
357	0.3918672886
358	0.3917450675
359	0.3916348524
360	0.3915018181
361	0.3913784109
362	0.3912730054
363	0.3911268695
364	0.3910056738
365	0.3908259765
366	0.3906560838
367	0.3905259623
368	0.3904042284
369	0.3902866365
370	0.3900917661
371	0.3899771723
372	0.3898321719
373	0.3897423177
374	0.3896548516
375	0.3894543269
376	0.3893177787
377	0.3891832597
378	0.3890922605
379	0.3889911301
380	0.388883687
381	0.3886996286
382	0.3885807138
383	0.3884583824
384	0.3883555681
385	0.3882489844
386	0.388173861
387	0.3880466843
388	0.387953385
389	0.3878283012
390	0.3876923272
391	0.3876077043
392	0.3874741832
393	0.3873594217
394	0.3872154478
395	0.3870933872
396	0.3869948267
397	0.3868879433
398	0.3867922367
399	0.3866714585
400	0.3865636656
401	0.3864704766
402	0.3863410808
403	0.3862047254
404	0.386053897
405	0.3859093504
406	0.3858422089
407	0.3857343337
408	0.3856133491
409	0.3855179855
410	0.3854093168
411	0.3852620089
412	0.3851524996
413	0.3850189632
414	0.3849279353
415	0.3848209086
416	0.3846941552
417	0.3844927853
418	0.3843937153
419	0.3842056419
420	0.3840922539
421	0.3839689364
422	0.3838731062
423	0.3837912144
424	0.3836625457
425	0.3835445098
426	0.383443407
427	0.383327054
428	0.3830986865
429	0.3829884464
430	0.3828488417
431	0.3827696961
432	0.3826616217
433	0.3825317608
434	0.3824283243
435	0.3823505961
436	0.3822545977
437	0.3821545751
438	0.3820380201
439	0.3819180654
440	0.3818352614
441	0.3817018838
442	0.3815640027
443	0.3814744008
444	0.3813933851
445	0.3812957163
446	0.3811950627
447	0.3811155953
448	0.3810112275
449	0.3808871198
450	0.3807705388
451	0.3806759552
452	0.3805599673
453	0.3804678626
454	0.3803786284
455	0.3802678656
456	0.3801866318
457	0.3800450739
458	0.3799517936
459	0.3798065491
460	0.3797170725
461	0.3796144913
462	0.3795528341
463	0.3794080603
464	0.3793604967
465	0.3792415879
466	0.3791346788
467	0.3790417625
468	0.3789514931
469	0.378889087
470	0.378816358
471	0.3786645696
472	0.3785559753
473	0.3783868013
474	0.3783073051
475	0.3782293502
476	0.3781235023
477	0.3780339907
478	0.3779383706
479	0.3778120126
480	0.3777024507
481	0.377592958
482	0.3774824562
483	0.3773383239
484	0.3772523908
485	0.3771690495
486	0.3769988851
487	0.3768650925
488	0.3767632775
489	0.3766812359
490	0.3765557572
491	0.3764792411
492	0.3763714398
493	0.3762986656
494	0.3761219645
495	0.3760113697
496	0.3758311257
497	0.3757448483
498	0.3756806716
499	0.3755662421
500	0.3754699878
501	0.3753874247
502	0.375289223
503	0.3751524788
504	0.3750423751
505	0.37492642
506	0.374801505
507	0.3747308112
508	0.3746391763
509	0.3745402054
510	0.3743561681
511	0.3742126798
512	0.3741083666
513	0.374032904
514	0.3739386557
515	0.3737944703
516	0.3736935463
517	0.3736121149
518	0.3735194437
519	0.3734390074
520	0.373344527
521	0.3732076316
522	0.3731230943
523	0.3730190794
524	0.3729366678
525	0.37280144
526	0.3727047891
527	0.3726455591
528	0.3725757298
529	0.3724690725
530	0.3723611478
531	0.3722709925
532	0.372167068
533	0.3720773395
534	0.3720047876
535	0.3718893522
536	0.3717870518
537	0.3716893224
538	0.3716099315
539	0.3715296346
540	0.3714529888
541	0.3713576212
542	0.3712509472
543	0.3711419996
544	0.3710803236
545	0.3709675369
546	0.3707909815
547	0.3706608328
548	0.3705716397
549	0.3704714013
550	0.3703609525
551	0.3702752036
552	0.3701792896
553	0.3701052588
554	0.3700279359
555	0.3699384898
556	0.3698728109
557	0.3697542888
558	0.3696904519
559	0.3696027257
560	0.3695375002
561	0.3694427689
562	0.3693382329
563	0.36922308
564	0.3691109269
565	0.3690209615
566	0.3689307303
567	0.368840545
568	0.3687749471
569	0.3686665273
570	0.3685542695
571	0.3684705448
572	0.3683491112
573	0.3682878684
574	0.3682229713
575	0.3681374648
576	0.368033237
577	0.3679462545
578	0.3678490713
579	0.3677754219
580	0.3676771793
581	0.3675931372
582	0.3674899816
583	0.3673875734
584	0.3672713114
585	0.3671662527
586	0.3670487611
587	0.366976097
588	0.366846899
589	0.3667906741
590	0.3667139152
591	0.3665952439
592	0.3665103555
593	0.366443823
594	0.3663676347
595	0.3662570229
596	0.3661699722
597	0.3660699873
598	0.365992879
599	0.3659268177
600	0.3658505326
601	0.3657724606
602	0.3656962687
603	0.3656397334
604	0.3655261226
605	0.3654480621
606	0.365375343
607	0.3652962025
608	0.3652307598
609	0.3651103434
610	0.3649898864
611	0.3649244082
612	0.3648607265
613	0.3647785666
614	0.3646866922
615	0.3646304824
616	0.3645549633
617	0.3644798101
618	0.3643717676
619	0.3642861016
620	0.3641923026
621	0.364118274
622	0.3640215611
623	0.3639381354
624	0.3638574827
625	0.363743872
626	0.3636569156
627	0.3635327714
628	0.3634157696
629	0.3633203471
630	0.3632352016
631	0.3631495994
632	0.363041349
633	0.3629778225
634	0.3629008759
635	0.3628072694
636	0.362733011
637	0.3626393749
638	0.3625602665
639	0.36247634
640	0.3623735461
641	0.3622902803
642	0.3622010775
643	0.3621171135
644	0.3620548062
645	0.3619659811
646	0.3618587303
647	0.3617789468
648	0.3617121618
649	0.3616339387
650	0.3615393738
651	0.3614693687
652	0.3614013443
653	0.361339007
654	0.3612575173
655	0.3611618213
656	0.3610913769
657	0.3609843194
658	0.3608782608
659	0.3608122872
660	0.3607240888
661	0.3606222129
662	0.3605619136
663	0.3605073784
664	0.3603895861
665	0.3603202755
666	0.360248107
667	0.3601484764
668	0.3600378824
669	0.3599388671
670	0.3598463877
671	0.3597629805
672	0.3596949264
673	0.3595978798
674	0.3595166969
675	0.3594746243
676	0.3594010578
677	0.3592936798
678	0.3592071533
679	0.3590820451
680	0.3589795864
681	0.3589297451
682	0.3588697418
683	0.3587924451
684	0.3587120962
685	0.3585981199
686	0.3585484023
687	0.3584618789
688	0.3583687272
689	0.3582845586
690	0.3581932561
691	0.3580735244
692	0.3580241365
693	0.3579216259
694	0.3578516158
695	0.3577742842
696	0.3577044347
697	0.3575922951
698	0.3575301971
699	0.357452745
700	0.3573443577
701	0.3572552482
702	0.357188695
703	0.3570654859
704	0.356989234
705	0.3569044589
706	0.356829615
707	0.3567540136
708	0.35667399
709	0.3565930194
710	0.3565210559
711	0.3564541417
712	0.3563863147
713	0.3563397478
714	0.3562479035
715	0.3561867245
716	0.3561331239
717	0.3560385662
718	0.3559671546
719	0.3558821977
720	0.3557909426
721	0.3556875375
722	0.355620324
723	0.3555437857
724	0.3554414678
725	0.3553698857
726	0.3552996351
727	0.355249864
728	0.3551413615
729	0.3550752629
730	0.3549653324
731	0.354866974
732	0.3547920371
733	0.3547479536
734	0.354607369
735	0.3545069176
736	0.3543926215
737	0.3543021937
738	0.354218942
739	0.3541610301
740	0.3540983099
741	0.3539952182
742	0.353931586
743	0.3538636831
744	0.3537535438
745	0.3536851074
746	0.3536261087
747	0.353547126
748	0.3534734362
749	0.3534005201
750	0.3533298676
751	0.3532373779
752	0.3531486197
753	0.3530534017
754	0.3529765379
755	0.3528834232
756	0.3527767619
757	0.3526553406
758	0.3525742928
759	0.3525065713
760	0.3524474685
761	0.3523554573
762	0.3522694888
763	0.3522151755
764	0.3521321651
765	0.3520613868
766	0.351993355
767	0.3518963274
768	0.3517986773
769	0.3517203211
770	0.3516390353
771	0.3515518617
772	0.3514699999
773	0.3514021745
774	0.3513380658
775	0.3512594549
776	0.3511817131
777	0.3511018271
778	0.3510403588
779	0.3509114559
780	0.3508288726
781	0.3507765432
782	0.3506975358
783	0.3506067017
784	0.3505512584
785	0.3504849943
786	0.3503865022
787	0.3502964761
788	0.3502312224
789	0.350176822
790	0.3501025031
791	0.3499850323
792	0.3499065061
793	0.3498171962
794	0.349701104
795	0.3496137197
796	0.3494987085
797	0.3494281435
798	0.3493680751
799	0.3493027279
800	0.349234582
801	0.3491810821
802	0.3491093792
803	0.3490076924
804	0.3489237874
805	0.3488617755
806	0.3487883288
807	0.3487101584
808	0.348633485
809	0.3485575608
810	0.3484648249
811	0.3483884224
812	0.3483033756
813	0.3482496528
814	0.3481482444
815	0.3480899644
816	0.3479376133
817	0.3478387367
818	0.3477611178
819	0.3476723786
820	0.3475847557
821	0.3475157099
822	0.3474400617
823	0.3473847053
824	0.3473236597
825	0.3472502549
826	0.3471607171
827	0.3471049225
828	0.3470493336
829	0.3469882931
830	0.3469184598
831	0.3468474993
832	0.346745091
833	0.3466821103
834	0.3466050367
835	0.3465072737
836	0.3464405626
837	0.3463805984
838	0.3463155115
839	0.3462638328
840	0.3461864285
841	0.3460933316
842	0.3460415186
843	0.3459786755
844	0.3459243162
845	0.3458513865
846	0.3457994446
847	0.3457478409
848	0.3456655088
849	0.345603988
850	0.3455241248
851	0.3454503319
852	0.3453931301
853	0.3453221007
854	0.3452748603
855	0.3452122344
856	0.3451662761
857	0.3451046665
858	0.3450039001
859	0.3449555896
860	0.3448762127
861	0.344795223
862	0.344755167
863	0.3447096524
864	0.3446244976
865	0.3445758988
866	0.3445017442
867	0.3444301385
868	0.3443709605
869	0.3442820003
870	0.3442026588
871	0.344151003
872	0.3440943543
873	0.3440234807
874	0.3439483652
875	0.3438718885
876	0.3438058269
877	0.3437388874
878	0.3436865959
879	0.3436318926
880	0.3435556091
881	0.343505507
882	0.3434162567
883	0.3433358288
884	0.3432611383
885	0.3432156879
886	0.3431431076
887	0.3430659054
888	0.3429720906
889	0.3428672239
890	0.3427836288
891	0.3426939388
892	0.3426365411
893	0.3425580446
894	0.3425033297
895	0.3424365613
896	0.3423334158
897	0.3422687324
898	0.3421981586
899	0.3421117444
900	0.3420391521
901	0.3419791665
902	0.3419089061
903	0.3418409146
904	0.3417883675
905	0.3417327542
906	0.3416757079
907	0.3415938788
908	0.3415339712
909	0.3414621533
910	0.3413964004
911	0.3413355511
912	0.3412808402
913	0.3412313481
914	0.3411733882
915	0.3410859306
916	0.3410267184
917	0.3409657855
918	0.3409130598
919	0.3408496695
920	0.3407949875
921	0.3407309645
922	0.3406580261
923	0.340582111
924	0.3404789678
925	0.3404025711
926	0.3403558766
927	0.3402700599
928	0.3402095726
929	0.3401115741
930	0.340033024
931	0.3399495913
932	0.3398920798
933	0.3398231193
934	0.3397556836
935	0.3396632897
936	0.3396033072
937	0.3395491782
938	0.339485105
939	0.339411982
940	0.3393468493
941	0.3392775217
942	0.3391697781
943	0.339096961
944	0.3390325242
945	0.3389875694
946	0.3389109375
947	0.3388471199
948	0.3387753528
949	0.3386871099
950	0.3386031814
951	0.3385019547
952	0.3384438703
953	0.3383997554
954	0.3383301691
955	0.3382689985
956	0.3382125218
957	0.3381452262
958	0.3380928134
959	0.338039016
960	0.3379759544
961	0.3378940658
962	0.3378439496
963	0.3377704588
964	0.3377139599
965	0.3376496289
966	0.3375961148
967	0.3375372418
968	0.3374672809
969	0.3373850944
970	0.3373245242
971	0.3372671647
972	0.3372099866
973	0.3371425785
974	0.3370888043
975	0.3370011839
976	0.3369233443
977	0.336852859
978	0.3367898644
979	0.3367220961
980	0.3366704571
981	0.3366072265
982	0.3365556933
983	0.3364757741
984	0.3364107461
985	0.3363407188
986	0.3362642656
987	0.3361710654
988	0.3360591146
989	0.336000372
990	0.3359393569
991	0.3358720367
992	0.3358044685
993	0.3357582206
994	0.335674191
995	0.335602469
996	0.3355081084
997	0.3354446621
998	0.3353903851
999	0.3353533664
