iter	Logloss	F1:use_weights=true	F1:use_weights=false
610	0.3885655016	0.7880924427	0.7880924427
611	0.388511053	0.788127053	0.788127053
612	0.3884720261	0.7881563262	0.7881563262
613	0.3884243625	0.7882132624	0.7882132624
614	0.3883675612	0.7882808721	0.7882808721
615	0.3883258406	0.7883352658	0.7883352658
616	0.3882709891	0.788328976	0.788328976
617	0.3882340525	0.7883367612	0.7883367612
618	0.3881770498	0.7884108522	0.7884108522
619	0.3881172643	0.7884263329	0.7884263329
620	0.3880705649	0.78845813	0.78845813
621	0.3880292239	0.7885032265	0.7885032265
622	0.3879762739	0.7885342151	0.7885342151
623	0.3879484152	0.7885454679	0.7885454679
624	0.3879072217	0.7885600059	0.7885600059
625	0.3878502707	0.7885791154	0.7885791154
626	0.3878013841	0.7886653068	0.7886653068
627	0.3877564266	0.7886778187	0.7886778187
628	0.3877064408	0.7887216127	0.7887216127
629	0.3876640314	0.7888138103	0.7888138103
630	0.3875971536	0.788876841	0.788876841
631	0.3875667462	0.7889291013	0.7889291013
632	0.3875299267	0.7889619721	0.7889619721
633	0.3874857075	0.7889964748	0.7889964748
634	0.3874368258	0.7890634227	0.7890634227
635	0.3873903596	0.7890911467	0.7890911467
636	0.3873408686	0.7891864826	0.7891864826
637	0.3873001181	0.7892161108	0.7892161108
638	0.3872361761	0.7892281711	0.7892281711
639	0.3871910239	0.7892914556	0.7892914556
640	0.3871513612	0.7892933197	0.7892933197
641	0.387102652	0.7893137559	0.7893137559
642	0.3870555285	0.7892915399	0.7892915399
643	0.3870126285	0.7893278417	0.7893278417
644	0.3869752574	0.789376234	0.789376234
645	0.386938665	0.7894192807	0.7894192807
646	0.3868972859	0.7894971339	0.7894971339
647	0.3868527444	0.7895398063	0.7895398063
648	0.3867942639	0.7895985926	0.7895985926
649	0.3867406739	0.7896521489	0.7896521489
650	0.3867041313	0.7897011923	0.7897011923
651	0.3866730216	0.7897255147	0.7897255147
652	0.386618201	0.7897931862	0.7897931862
653	0.3865881118	0.7898215097	0.7898215097
654	0.3865475327	0.7898836145	0.7898836145
655	0.3865029275	0.7899810021	0.7899810021
656	0.3864574506	0.7899964744	0.7899964744
657	0.3864231517	0.7900313861	0.7900313861
658	0.3863862645	0.7900738879	0.7900738879
659	0.3863488517	0.7900582052	0.7900582052
660	0.3863101878	0.7900708963	0.7900708963
661	0.3862782413	0.7901372718	0.7901372718
662	0.3862288121	0.7901944707	0.7901944707
663	0.3861969958	0.7902066536	0.7902066536
664	0.3861524026	0.7902589953	0.7902589953
665	0.3861204725	0.7903176819	0.7903176819
666	0.3860601713	0.7903586359	0.7903586359
667	0.3860004348	0.7903997231	0.7903997231
668	0.3859415559	0.790461325	0.790461325
669	0.3859067563	0.7904715223	0.7904715223
670	0.3858571738	0.7905137656	0.7905137656
671	0.3858241083	0.7905907898	0.7905907898
672	0.385784141	0.7906387297	0.7906387297
673	0.3857509404	0.790671075	0.790671075
674	0.3857138352	0.7906946743	0.7906946743
675	0.3856672738	0.790723101	0.790723101
676	0.3856307336	0.7907704384	0.7907704384
677	0.3856072715	0.7907372581	0.7907372581
678	0.3855514595	0.7907802423	0.7907802423
679	0.3855043515	0.7908550196	0.7908550196
680	0.3854859323	0.7908490203	0.7908490203
681	0.3854378211	0.7909081041	0.7909081041
682	0.3853951979	0.7909414681	0.7909414681
683	0.3853563502	0.7909451213	0.7909451213
684	0.3853094654	0.7909857728	0.7909857728
685	0.3852522941	0.7910391175	0.7910391175
686	0.3852122066	0.7910538628	0.7910538628
687	0.3851586932	0.7911654863	0.7911654863
688	0.3851045635	0.7912359823	0.7912359823
689	0.3850611026	0.791283002	0.791283002
690	0.3850279812	0.7913507698	0.7913507698
691	0.3849875739	0.7913672573	0.7913672573
692	0.3849621424	0.7913881792	0.7913881792
693	0.3849279637	0.7913519703	0.7913519703
694	0.3848876795	0.79145142	0.79145142
695	0.3848504909	0.7914899841	0.7914899841
696	0.3848179283	0.7915108533	0.7915108533
697	0.3847757946	0.7915390272	0.7915390272
698	0.3847228052	0.7916364852	0.7916364852
699	0.384689891	0.7916969451	0.7916969451
700	0.3846498908	0.7917292187	0.7917292187
701	0.3846075294	0.7917599191	0.7917599191
702	0.3845825729	0.7917889762	0.7917889762
703	0.3845318732	0.7918239612	0.7918239612
704	0.3844842601	0.7918213099	0.7918213099
705	0.3844356627	0.7918820442	0.7918820442
706	0.3844016554	0.7919062783	0.7919062783
707	0.3843741004	0.7919071963	0.7919071963
708	0.3843346376	0.7919183533	0.7919183533
709	0.3842845493	0.7919586027	0.7919586027
710	0.3842373429	0.7919970566	0.7919970566
711	0.384183508	0.7920838781	0.7920838781
712	0.3841279251	0.7921048143	0.7921048143
713	0.3840811198	0.7921236632	0.7921236632
714	0.3840389657	0.7921727989	0.7921727989
715	0.3839935267	0.7922565433	0.7922565433
716	0.3839562137	0.7922883998	0.7922883998
717	0.3839172127	0.7922995244	0.7922995244
718	0.3838690527	0.7923464456	0.7923464456
719	0.383834127	0.7924172419	0.7924172419
720	0.3838034853	0.7924382983	0.7924382983
721	0.3837550294	0.7925165604	0.7925165604
722	0.3837211557	0.7925535426	0.7925535426
723	0.3836753586	0.7925251038	0.7925251038
724	0.383642232	0.7925770558	0.7925770558
725	0.3836076271	0.7925796691	0.7925796691
726	0.3835645022	0.7926199343	0.7926199343
727	0.3835339909	0.7926362087	0.7926362087
728	0.3834859648	0.7926865973	0.7926865973
729	0.3834478962	0.7927290045	0.7927290045
730	0.3834021504	0.7927449617	0.7927449617
731	0.38335281	0.7927728283	0.7927728283
732	0.3833079123	0.7927827825	0.7927827825
733	0.3832500794	0.7928826518	0.7928826518
734	0.383211415	0.7929314952	0.7929314952
735	0.3831740378	0.7929641403	0.7929641403
736	0.3831420301	0.7929570936	0.7929570936
737	0.3831046017	0.7930040515	0.7930040515
738	0.3830592484	0.7929757076	0.7929757076
739	0.3830000045	0.7930072996	0.7930072996
740	0.3829682002	0.7930441177	0.7930441177
741	0.3829476852	0.7930323892	0.7930323892
742	0.3829061504	0.7930715362	0.7930715362
743	0.3828574892	0.7931169929	0.7931169929
744	0.3828011835	0.7931807112	0.7931807112
745	0.3827560603	0.7932213456	0.7932213456
746	0.3827265221	0.7932600758	0.7932600758
747	0.3826946297	0.7932650611	0.7932650611
748	0.3826561377	0.7933329091	0.7933329091
749	0.3826079441	0.7934295497	0.7934295497
750	0.3825598848	0.7934787049	0.7934787049
751	0.382518562	0.7935278579	0.7935278579
752	0.3824867852	0.7935567636	0.7935567636
753	0.3824398742	0.7935637969	0.7935637969
754	0.3824107545	0.7936225678	0.7936225678
755	0.3823627104	0.7937062443	0.7937062443
756	0.3823368309	0.7937062443	0.7937062443
757	0.3822989435	0.7937443696	0.7937443696
758	0.3822535379	0.7938021173	0.7938021173
759	0.3822218213	0.7938669657	0.7938669657
760	0.3821949356	0.7938733342	0.7938733342
761	0.3821567399	0.7939082611	0.7939082611
762	0.3821188302	0.7939577333	0.7939577333
763	0.3820909055	0.7939893367	0.7939893367
764	0.3820392435	0.7939850899	0.7939850899
765	0.3820080139	0.7940319558	0.7940319558
766	0.3819800372	0.794097253	0.794097253
767	0.3819324833	0.7941315962	0.7941315962
768	0.3818846142	0.7941794472	0.7941794472
769	0.3818320471	0.7942188435	0.7942188435
770	0.3817820776	0.7942945218	0.7942945218
771	0.381748806	0.7943077755	0.7943077755
772	0.3817217155	0.7943345383	0.7943345383
773	0.3816788863	0.7943334359	0.7943334359
774	0.3816267933	0.7943624593	0.7943624593
775	0.3815690238	0.7944507255	0.7944507255
776	0.3815156692	0.7944394109	0.7944394109
777	0.381482514	0.7944510918	0.7944510918
778	0.3814415908	0.7944954892	0.7944954892
779	0.3814178958	0.7945139875	0.7945139875
780	0.3813859523	0.7945593933	0.7945593933
781	0.3813472618	0.7945870111	0.7945870111
782	0.3813129287	0.7945840196	0.7945840196
783	0.3812691363	0.7946207505	0.7946207505
784	0.3812273788	0.7946542611	0.7946542611
785	0.3811924953	0.7947183942	0.7947183942
786	0.3811576975	0.7947367553	0.7947367553
787	0.381124118	0.7947398415	0.7947398415
788	0.3810920961	0.7947807207	0.7947807207
789	0.3810525617	0.7948178557	0.7948178557
790	0.3810162476	0.794832649	0.794832649
791	0.3809811654	0.7948482682	0.7948482682
792	0.3809536209	0.7948428945	0.7948428945
793	0.3809233837	0.7948702653	0.7948702653
794	0.3808580112	0.7949576283	0.7949576283
795	0.380822954	0.7949935878	0.7949935878
796	0.380770317	0.7950297203	0.7950297203
797	0.380735355	0.795090143	0.795090143
798	0.3806850601	0.7951592411	0.7951592411
799	0.3806526232	0.7951688107	0.7951688107
800	0.3806178788	0.7952181794	0.7952181794
801	0.3805770023	0.7952333237	0.7952333237
802	0.3805424591	0.7952771475	0.7952771475
803	0.3804920297	0.7953205546	0.7953205546
804	0.3804557992	0.7953690431	0.7953690431
805	0.3804183222	0.7953712	0.7953712
806	0.3803724836	0.7954315952	0.7954315952
807	0.3803410735	0.7954414032	0.7954414032
808	0.3802905148	0.7954271367	0.7954271367
809	0.380244821	0.7954585934	0.7954585934
810	0.380211114	0.795530721	0.795530721
811	0.3801546959	0.7955635788	0.7955635788
812	0.3801182648	0.795568433	0.795568433
813	0.3800831027	0.7955768682	0.7955768682
814	0.3800571147	0.795617397	0.795617397
815	0.3800150499	0.795753958	0.795753958
816	0.3799926744	0.7958101711	0.7958101711
817	0.3799536281	0.7958525501	0.7958525501
818	0.3799157819	0.7959329203	0.7959329203
819	0.3798662336	0.7960005492	0.7960005492
820	0.379823006	0.7960376746	0.7960376746
821	0.3797823507	0.7960518729	0.7960518729
822	0.3797591552	0.7960967788	0.7960967788
823	0.3797150582	0.7961118742	0.7961118742
824	0.3796787839	0.7961813318	0.7961813318
825	0.3796401369	0.7962404971	0.7962404971
826	0.3796104474	0.7962399462	0.7962399462
827	0.3795623001	0.7962707166	0.7962707166
828	0.3795153314	0.7962751764	0.7962751764
829	0.3794755422	0.7962770501	0.7962770501
830	0.3794388312	0.7963287008	0.7963287008
831	0.3794034187	0.7963592585	0.7963592585
832	0.3793700968	0.7963829011	0.7963829011
833	0.379321046	0.7964301959	0.7964301959
834	0.3792924568	0.7964667281	0.7964667281
835	0.3792599368	0.796493765	0.796493765
836	0.3791992903	0.7965890894	0.7965890894
837	0.3791784432	0.7966139442	0.7966139442
838	0.3791458006	0.7966071126	0.7966071126
839	0.3791036708	0.796600707	0.796600707
840	0.3790677515	0.7966135717	0.7966135717
841	0.3790391052	0.796642464	0.796642464
842	0.3789936588	0.796699523	0.796699523
843	0.3789488663	0.7967801825	0.7967801825
844	0.3789281372	0.7968084072	0.7968084072
845	0.3788935336	0.7968214517	0.7968214517
846	0.3788449184	0.7968670487	0.7968670487
847	0.3788212357	0.7968680903	0.7968680903
848	0.3787967512	0.7969002483	0.7969002483
849	0.3787641915	0.7968902395	0.7968902395
850	0.3787231396	0.7969075972	0.7969075972
851	0.3786913174	0.7969593291	0.7969593291
852	0.3786545625	0.7969892982	0.7969892982
853	0.3786030033	0.7970144433	0.7970144433
854	0.3785630864	0.797082226	0.797082226
855	0.378527429	0.7970847597	0.7970847597
856	0.3784841429	0.7971579681	0.7971579681
857	0.3784517447	0.7971587043	0.7971587043
858	0.3784202553	0.7971652931	0.7971652931
859	0.3783950276	0.797218978	0.797218978
860	0.3783581792	0.7972788561	0.7972788561
861	0.3783315877	0.7972825844	0.7972825844
862	0.3782966751	0.7972702431	0.7972702431
863	0.3782590275	0.7973016509	0.7973016509
864	0.3782235467	0.7973750158	0.7973750158
865	0.3782010668	0.7974120261	0.7974120261
866	0.3781808695	0.7974085933	0.7974085933
867	0.3781294065	0.7974753595	0.7974753595
868	0.3781067942	0.7975112165	0.7975112165
869	0.3780675126	0.7975887882	0.7975887882
870	0.3780313631	0.7976123296	0.7976123296
871	0.377988697	0.7977049401	0.7977049401
872	0.3779614949	0.7977352848	0.7977352848
873	0.377927681	0.7977305823	0.7977305823
874	0.3778983633	0.7977503609	0.7977503609
875	0.377835611	0.7977880236	0.7977880236
876	0.3777936337	0.7978422335	0.7978422335
877	0.3777716368	0.7978711565	0.7978711565
878	0.3777412091	0.7978856379	0.7978856379
879	0.3776950421	0.797942323	0.797942323
880	0.3776694711	0.797930133	0.797930133
881	0.3776269043	0.7979492983	0.7979492983
882	0.3775923974	0.7979584176	0.7979584176
883	0.3775347369	0.7980234655	0.7980234655
884	0.3774886651	0.7980354469	0.7980354469
885	0.3774524848	0.7981521557	0.7981521557
886	0.3774136483	0.7981797583	0.7981797583
887	0.3773551061	0.7982424939	0.7982424939
888	0.3773104011	0.798309367	0.798309367
889	0.3772825347	0.7983411565	0.7983411565
890	0.3772512627	0.7983655538	0.7983655538
891	0.37720594	0.7984389431	0.7984389431
892	0.3771736537	0.798505405	0.798505405
893	0.3771331471	0.7985373294	0.7985373294
894	0.3771049477	0.7985918704	0.7985918704
895	0.3770629048	0.7986329462	0.7986329462
896	0.3770250644	0.7986601838	0.7986601838
897	0.3770019438	0.7986623813	0.7986623813
898	0.3769548994	0.7986511362	0.7986511362
899	0.3769248667	0.7986526975	0.7986526975
900	0.3768811566	0.798633267	0.798633267
901	0.3768282279	0.7987056071	0.7987056071
902	0.3767877083	0.7987244622	0.7987244622
903	0.3767465713	0.7987119394	0.7987119394
904	0.3767163611	0.7987257135	0.7987257135
905	0.3766778014	0.7987486361	0.7987486361
906	0.3766425275	0.7988016307	0.7988016307
907	0.3766078041	0.7988041146	0.7988041146
908	0.3765731735	0.7988492603	0.7988492603
909	0.3765435727	0.7988875514	0.7988875514
910	0.3764970143	0.7989345138	0.7989345138
911	0.376471769	0.7989530001	0.7989530001
912	0.3764297729	0.7989774973	0.7989774973
913	0.3763885501	0.7990110393	0.7990110393
914	0.3763522748	0.7990627345	0.7990627345
915	0.3763222671	0.7991313976	0.7991313976
916	0.3762886518	0.7991831167	0.7991831167
917	0.3762526918	0.7992564212	0.7992564212
918	0.3762180512	0.7992846444	0.7992846444
919	0.376190272	0.799306295	0.799306295
920	0.3761414413	0.7993363722	0.7993363722
921	0.3761013028	0.7993808457	0.7993808457
922	0.37607226	0.7993986893	0.7993986893
923	0.3760356553	0.7994638317	0.7994638317
924	0.3759795345	0.799470711	0.799470711
925	0.3759490785	0.7995032896	0.7995032896
926	0.3759246963	0.7995054776	0.7995054776
927	0.3758919737	0.7995108014	0.7995108014
928	0.3758715711	0.7995483821	0.7995483821
929	0.3758466019	0.7995627895	0.7995627895
930	0.3758188329	0.7995963224	0.7995963224
931	0.3757871594	0.7996254652	0.7996254652
932	0.3757587876	0.7996317255	0.7996317255
933	0.3757360818	0.7996827805	0.7996827805
934	0.3757179307	0.7996990699	0.7996990699
935	0.3756743977	0.7997222518	0.7997222518
936	0.3756393992	0.7997438595	0.7997438595
937	0.3756058197	0.7997570222	0.7997570222
938	0.3755736449	0.7997839488	0.7997839488
939	0.3755355332	0.7998565987	0.7998565987
940	0.3754929173	0.7998847825	0.7998847825
941	0.3754610767	0.7998982455	0.7998982455
942	0.375437208	0.7998857183	0.7998857183
943	0.3753913028	0.7999758923	0.7999758923
944	0.3753550815	0.7999946775	0.7999946775
945	0.375295142	0.8000356913	0.8000356913
946	0.3752626734	0.8000782693	0.8000782693
947	0.3752253908	0.8001161528	0.8001161528
948	0.3751928137	0.8001615463	0.8001615463
949	0.3751421321	0.8001624823	0.8001624823
950	0.3751145423	0.800282999	0.800282999
951	0.3750895265	0.8003048948	0.8003048948
952	0.3750627971	0.8003233617	0.8003233617
953	0.3750265708	0.8003468404	0.8003468404
954	0.3750094071	0.8003534163	0.8003534163
955	0.3749638866	0.8004457424	0.8004457424
956	0.3749236335	0.8004272869	0.8004272869
957	0.374895101	0.8004307178	0.8004307178
958	0.3748467328	0.8005274092	0.8005274092
959	0.3748290222	0.8005424138	0.8005424138
960	0.3747801584	0.8006262558	0.8006262558
961	0.3747495938	0.8006322057	0.8006322057
962	0.3747129622	0.8006513088	0.8006513088
963	0.3746745962	0.8006775842	0.8006775842
964	0.3746525784	0.8006982474	0.8006982474
965	0.3746260086	0.800713278	0.800713278
966	0.3745601149	0.8007958745	0.8007958745
967	0.3745238973	0.8008490788	0.8008490788
968	0.3744815461	0.8008487506	0.8008487506
969	0.3744452721	0.8008975325	0.8008975325
970	0.3744021614	0.8009416603	0.8009416603
971	0.3743675678	0.8009666507	0.8009666507
972	0.3743378289	0.8009860418	0.8009860418
973	0.3743067493	0.8010407882	0.8010407882
974	0.3742730669	0.8010467149	0.8010467149
975	0.3742510986	0.8010873604	0.8010873604
976	0.3742155602	0.8010398258	0.8010398258
977	0.3741782807	0.8010982908	0.8010982908
978	0.3741436161	0.8011427016	0.8011427016
979	0.3740951985	0.8012162468	0.8012162468
980	0.3740605425	0.8012316146	0.8012316146
981	0.3740354891	0.8012682161	0.8012682161
982	0.3740072323	0.8012734917	0.8012734917
983	0.373982204	0.8012897785	0.8012897785
984	0.3739441416	0.8012938503	0.8012938503
985	0.3739121646	0.8013616393	0.8013616393
986	0.3738853954	0.8013509677	0.8013509677
987	0.3738372332	0.8014028688	0.8014028688
988	0.3737907648	0.8014079219	0.8014079219
989	0.3737682785	0.8014376503	0.8014376503
990	0.3737388441	0.8014705652	0.8014705652
991	0.3737009274	0.8015507538	0.8015507538
992	0.3736612055	0.801582274	0.801582274
993	0.373631297	0.8016466492	0.8016466492
994	0.3736020618	0.8016869718	0.8016869718
995	0.3735717718	0.8017041562	0.8017041562
996	0.3735302435	0.8017353348	0.8017353348
997	0.3734992855	0.8017768714	0.8017768714
998	0.3734817756	0.8017894104	0.8017894104
999	0.3734473721	0.8018159895	0.8018159895
