iter	Passed	Remaining
265	15330	42302
266	15389	42249
267	15447	42192
268	15505	42136
269	15562	42077
270	15616	42008
271	15674	41951
272	15732	41894
273	15787	41832
274	15844	41770
275	15906	41725
276	15957	41650
277	16014	41590
278	16069	41527
279	16122	41457
280	16176	41391
281	16228	41320
282	16287	41265
283	16342	41202
284	16398	41140
285	16455	41080
286	16508	41012
287	16566	40956
288	16614	40875
289	16664	40799
290	16720	40739
291	16779	40683
292	16835	40623
293	16902	40588
294	16957	40526
295	17014	40466
296	17071	40408
297	17120	40332
298	17176	40269
299	17225	40192
300	17283	40135
301	17337	40072
302	17393	40011
303	17449	39949
304	17506	39892
305	17554	39813
306	17611	39755
307	17669	39698
308	17725	39638
309	17782	39579
310	17837	39516
311	17894	39459
312	17954	39407
313	18011	39350
314	18068	39291
315	18125	39232
316	18180	39170
317	18231	39100
318	18287	39039
319	18339	38970
320	18397	38915
321	18453	38854
322	18511	38799
323	18567	38740
324	18625	38683
325	18684	38630
326	18744	38578
327	18803	38525
328	18852	38450
329	18918	38409
330	18982	38367
331	19040	38309
332	19099	38255
333	19155	38195
334	19211	38136
335	19268	38077
336	19326	38021
337	19384	37966
338	19445	37916
339	19506	37865
340	19562	37806
341	19621	37751
342	19677	37691
343	19736	37636
344	19794	37581
345	19847	37515
346	19910	37468
347	19962	37400
348	20018	37341
349	20074	37281
350	20131	37223
351	20185	37160
352	20244	37104
353	20300	37045
354	20356	36985
355	20412	36926
356	20469	36867
357	20529	36814
358	20587	36759
359	20649	36709
360	20705	36650
361	20762	36592
362	20819	36535
363	20875	36475
364	20957	36461
365	21022	36416
366	21075	36351
367	21125	36281
368	21182	36222
369	21238	36163
370	21290	36095
371	21348	36039
372	21404	35980
373	21460	35920
374	21515	35859
375	21572	35800
376	21628	35741
377	21681	35676
378	21737	35617
379	21789	35551
380	21848	35495
381	21903	35434
382	21957	35372
383	22012	35312
384	22068	35252
385	22119	35185
386	22175	35124
387	22233	35069
388	22290	35011
389	22345	34951
390	22404	34896
391	22457	34832
392	22516	34777
393	22575	34722
394	22627	34657
395	22686	34603
396	22746	34548
397	22798	34484
398	22855	34426
399	22911	34367
400	22978	34323
401	23037	34269
402	23096	34215
403	23153	34156
404	23211	34101
405	23269	34044
406	23323	33982
407	23381	33926
408	23436	33865
409	23492	33805
410	23552	33753
411	23606	33691
412	23657	33625
413	23707	33557
414	23758	33491
415	23809	33424
416	23865	33366
417	23923	33309
418	23984	33257
419	24038	33195
420	24098	33142
421	24148	33075
422	24206	33019
423	24263	32961
424	24318	32901
425	24371	32838
426	24429	32782
427	24487	32726
428	24541	32664
429	24600	32609
430	24652	32545
431	24705	32482
432	24753	32414
433	24809	32355
434	24861	32291
435	24918	32233
436	24982	32185
437	25037	32125
438	25089	32062
439	25149	32008
440	25207	31952
441	25269	31901
442	25325	31842
443	25380	31782
444	25431	31718
445	25486	31658
446	25542	31600
447	25602	31545
448	25656	31484
449	25715	31430
450	25773	31374
451	25830	31317
452	25886	31257
453	25963	31224
454	26027	31176
455	26084	31118
456	26141	31060
457	26200	31005
458	26257	30948
459	26315	30891
460	26364	30824
461	26418	30764
462	26476	30708
463	26532	30649
464	26591	30594
465	26648	30536
466	26706	30480
467	26763	30423
468	26821	30367
469	26879	30311
470	26939	30257
471	27009	30214
472	27064	30154
473	27114	30089
474	27171	30032
475	27229	29975
476	27286	29917
477	27343	29860
478	27403	29805
479	27459	29748
480	27519	29693
481	27576	29635
482	27629	29574
483	27687	29517
484	27741	29457
485	27797	29398
486	27852	29339
487	27908	29281
488	27966	29224
489	28032	29176
490	28087	29117
491	28137	29052
492	28194	28995
493	28253	28940
494	28312	28884
495	28368	28825
496	28426	28769
497	28479	28708
498	28535	28649
499	28588	28588
500	28643	28529
501	28696	28467
502	28765	28422
503	28822	28364
504	28879	28308
505	28936	28250
506	29003	28202
507	29060	28145
508	29111	28081
509	29168	28024
510	29227	27969
511	29282	27910
512	29353	27865
513	29417	27815
514	29469	27752
515	29526	27695
516	29582	27637
517	29635	27575
518	29690	27516
519	29761	27472
520	29821	27417
521	29875	27357
522	29935	27302
523	29998	27250
524	30054	27192
525	30114	27136
526	30170	27079
527	30226	27020
528	30282	26962
529	30357	26921
530	30415	26864
531	30468	26802
532	30523	26743
533	30579	26685
534	30637	26628
535	30714	26588
536	30777	26536
537	30834	26478
538	30908	26435
539	30971	26383
540	31046	26341
541	31106	26285
542	31156	26221
543	31220	26169
544	31277	26112
545	31338	26057
546	31390	25995
547	31449	25939
548	31505	25881
549	31563	25824
550	31628	25773
551	31686	25716
552	31739	25655
553	31796	25597
554	31856	25542
555	31906	25479
556	31962	25420
557	32024	25367
558	32083	25311
559	32140	25253
560	32196	25195
561	32252	25136
562	32309	25078
563	32365	25019
564	32421	24961
565	32477	24903
566	32533	24844
567	32583	24781
568	32640	24724
569	32697	24666
570	32755	24609
571	32810	24550
572	32867	24492
573	32925	24436
574	32978	24375
575	33044	24324
576	33099	24265
577	33155	24207
578	33214	24150
579	33274	24095
580	33344	24046
581	33422	24004
582	33488	23953
583	33550	23898
584	33607	23841
585	33662	23782
586	33722	23726
587	33772	23664
588	33828	23604
589	33886	23548
590	33940	23488
591	33995	23429
592	34057	23374
593	34113	23316
594	34171	23259
595	34227	23201
596	34285	23144
597	34341	23085
598	34399	23028
599	34456	22971
600	34513	22913
601	34568	22854
602	34619	22792
603	34681	22738
604	34742	22682
605	34801	22626
606	34858	22568
607	34915	22511
608	34970	22452
609	35028	22395
610	35099	22346
611	35152	22286
612	35212	22230
613	35263	22168
614	35321	22112
615	35381	22055
616	35439	21998
617	35495	21940
618	35553	21883
619	35608	21824
620	35668	21768
621	35720	21707
622	35776	21649
623	35833	21592
624	35891	21534
625	35946	21475
626	36001	21417
627	36058	21359
628	36123	21306
629	36180	21248
630	36256	21202
631	36318	21147
632	36377	21090
633	36436	21034
634	36492	20976
635	36548	20917
636	36605	20859
637	36663	20802
638	36736	20753
639	36796	20698
640	36856	20641
641	36913	20583
642	36970	20526
643	37028	20468
644	37092	20415
645	37145	20355
646	37203	20298
647	37261	20241
648	37318	20182
649	37375	20125
650	37432	20067
651	37489	20009
652	37546	19951
653	37604	19894
654	37661	19836
655	37718	19779
656	37775	19721
657	37835	19665
658	37891	19606
659	37948	19549
660	38003	19490
661	38058	19431
662	38125	19379
663	38177	19318
664	38233	19260
665	38288	19201
666	38345	19144
667	38402	19086
668	38457	19027
669	38513	18969
670	38572	18912
671	38631	18855
672	38691	18799
673	38749	18742
674	38806	18684
675	38859	18625
676	38917	18567
677	38976	18510
678	39026	18449
679	39083	18392
680	39143	18336
681	39203	18279
682	39262	18222
683	39321	18165
684	39380	18109
685	39438	18052
686	39498	17995
687	39558	17939
688	39614	17881
689	39664	17820
690	39719	17761
691	39774	17703
692	39833	17646
693	39891	17589
694	39947	17530
695	40005	17473
696	40063	17416
697	40133	17364
698	40214	17316
699	40281	17263
700	40341	17207
701	40416	17156
702	40472	17098
703	40532	17041
704	40590	16984
705	40668	16935
706	40734	16881
707	40795	16825
708	40853	16767
709	40906	16708
710	40963	16650
711	41020	16592
712	41076	16534
713	41144	16480
714	41195	16420
715	41253	16362
716	41309	16304
717	41367	16247
718	41420	16188
719	41479	16130
720	41538	16073
721	41613	16022
722	41683	15970
723	41746	15914
724	41805	15857
725	41865	15800
726	41921	15742
727	41979	15684
728	42036	15626
729	42093	15568
730	42157	15513
731	42218	15457
732	42274	15398
733	42341	15344
734	42401	15287
735	42457	15229
736	42511	15170
737	42582	15117
738	42646	15061
739	42703	15003
740	42778	14952
741	42843	14896
742	42903	14840
743	42961	14782
744	43017	14724
745	43075	14666
746	43132	14608
747	43225	14562
748	43288	14506
749	43345	14448
750	43406	14391
751	43467	14334
752	43526	14277
753	43584	14219
754	43643	14162
755	43698	14103
756	43756	14045
757	43806	13985
758	43859	13926
759	43918	13868
760	43977	13811
761	44033	13753
762	44099	13698
763	44156	13639
764	44223	13584
765	44282	13527
766	44347	13472
767	44426	13420
768	44493	13365
769	44554	13308
770	44609	13249
771	44666	13191
772	44722	13133
773	44786	13077
774	44847	13020
775	44913	12964
776	44971	12907
777	45029	12848
778	45087	12791
779	45140	12731
780	45216	12679
781	45287	12624
782	45347	12567
783	45409	12510
784	45466	12452
785	45524	12394
786	45595	12340
787	45655	12283
788	45718	12226
789	45775	12168
790	45836	12111
791	45896	12053
792	45947	11993
793	46011	11937
794	46072	11880
795	46125	11821
796	46186	11763
797	46253	11708
798	46324	11653
799	46396	11599
800	46475	11546
801	46541	11490
802	46600	11432
803	46657	11374
804	46715	11316
805	46774	11258
806	46833	11200
807	46889	11142
808	46962	11087
809	47030	11031
810	47093	10974
811	47147	10915
812	47195	10855
813	47258	10798
814	47315	10740
815	47373	10682
816	47432	10624
817	47496	10567
818	47547	10508
819	47606	10450
820	47673	10394
821	47735	10336
822	47808	10281
823	47869	10224
824	47928	10166
825	47987	10108
826	48046	10050
827	48103	9992
828	48157	9933
829	48212	9874
830	48273	9817
831	48329	9758
832	48385	9700
833	48443	9642
834	48501	9584
835	48559	9526
836	48618	9468
837	48677	9410
838	48733	9351
839	48790	9293
840	48847	9235
841	48904	9176
842	48960	9118
843	49018	9060
844	49077	9002
845	49136	8944
846	49196	8886
847	49259	8829
848	49324	8772
849	49383	8714
850	49438	8656
851	49496	8597
852	49553	8539
853	49611	8481
854	49670	8423
855	49725	8365
856	49782	8306
857	49842	8248
858	49899	8190
859	49957	8132
860	50011	8073
861	50068	8015
862	50126	7957
863	50183	7899
864	50243	7841
865	50310	7784
866	50368	7726
867	50442	7671
868	50513	7614
869	50573	7557
870	50631	7498
871	50692	7441
872	50752	7383
873	50809	7324
874	50867	7266
875	50925	7208
876	50986	7150
877	51045	7092
878	51107	7035
879	51169	6977
880	51229	6919
881	51298	6863
882	51356	6804
883	51426	6748
884	51493	6691
885	51552	6633
886	51608	6574
887	51665	6516
888	51724	6458
889	51782	6400
890	51841	6342
891	51908	6284
892	51966	6226
893	52025	6168
894	52082	6110
895	52140	6052
896	52195	5993
897	52251	5935
898	52312	5877
899	52370	5818
900	52446	5762
901	52507	5704
902	52566	5646
903	52623	5588
904	52679	5529
905	52736	5471
906	52794	5413
907	52851	5354
908	52908	5296
909	52966	5238
910	53022	5179
911	53083	5122
912	53139	5063
913	53196	5005
914	53260	4947
915	53327	4890
916	53384	4831
917	53435	4773
918	53493	4714
919	53568	4658
920	53641	4601
921	53712	4543
922	53786	4487
923	53851	4429
924	53928	4372
925	53979	4313
926	54034	4255
927	54092	4196
928	54150	4138
929	54208	4080
930	54265	4021
931	54351	3965
932	54415	3907
933	54472	3849
934	54529	3790
935	54592	3732
936	54651	3674
937	54711	3616
938	54772	3558
939	54833	3499
940	54890	3441
941	54951	3383
942	55007	3324
943	55062	3266
944	55119	3208
945	55188	3150
946	55246	3091
947	55316	3034
948	55375	2975
949	55436	2917
950	55512	2860
951	55575	2802
952	55632	2743
953	55692	2685
954	55746	2626
955	55807	2568
956	55870	2510
957	55928	2451
958	55986	2393
959	56044	2335
960	56100	2276
961	56157	2218
962	56217	2159
963	56281	2101
964	56345	2043
965	56400	1985
966	56459	1926
967	56516	1868
968	56573	1809
969	56634	1751
970	56689	1693
971	56745	1634
972	56800	1576
973	56856	1517
974	56908	1459
975	56964	1400
976	57022	1342
977	57082	1284
978	57139	1225
979	57194	1167
980	57251	1108
981	57308	1050
982	57546	995
983	57617	936
984	57675	878
985	57732	819
986	57787	761
987	57842	702
988	57898	643
989	57958	585
990	58016	526
991	58071	468
992	58129	409
993	58185	351
994	58244	292
995	58299	234
996	58350	175
997	58409	117
998	58468	58
999	58551	0
