iter	F1	Logloss
194	0.7536093221	0.5155603389
195	0.7536902749	0.5154392726
196	0.7537473068	0.5153505156
197	0.7538321702	0.5151937823
198	0.7539401409	0.5151046508
199	0.7539985809	0.5150206415
200	0.754033904	0.5149004308
201	0.7540515428	0.5147672235
202	0.7541209624	0.5145936219
203	0.7542837227	0.5144413461
204	0.7543092369	0.5143479859
205	0.7543207702	0.5141512667
206	0.7544311547	0.5139096634
207	0.7544646983	0.513832314
208	0.7546408068	0.5136074036
209	0.7548345048	0.5134332894
210	0.7549097855	0.5133613393
211	0.7549358256	0.5133158456
212	0.7549811825	0.5132143416
213	0.755051407	0.5130651185
214	0.7550690102	0.5129925233
215	0.7551085255	0.5129412974
216	0.7551946814	0.5126962141
217	0.7552389912	0.5125876059
218	0.7553891486	0.5124173463
219	0.7554688132	0.5123034481
220	0.7554632859	0.5122469075
221	0.755419293	0.5121674005
222	0.7554552208	0.5120783738
223	0.7555642922	0.5119765195
224	0.7556484122	0.5117813069
225	0.7556323452	0.5117097033
226	0.7556414669	0.511635959
227	0.7557496995	0.5114230378
228	0.7558122165	0.5113628636
229	0.7558846122	0.5112754968
230	0.7559236956	0.5111383761
231	0.7559598857	0.5109652825
232	0.7560164751	0.510863125
233	0.7560740529	0.5107369986
234	0.7561550192	0.5106770474
235	0.7561793312	0.5106307932
236	0.7562925742	0.5105255378
237	0.7563573065	0.5104731797
238	0.7565564155	0.5102977189
239	0.7566205649	0.510210151
240	0.7567633749	0.5100152741
241	0.7569953461	0.5098671901
242	0.7571311633	0.5096983709
243	0.7571976542	0.5096015481
244	0.7572233376	0.5095174354
245	0.7572840251	0.5093050671
246	0.7572714962	0.5091790523
247	0.7572984287	0.5091150686
248	0.7574630393	0.5089537027
249	0.7575930049	0.508809892
250	0.7576721292	0.5087275037
251	0.7577511548	0.5086205643
252	0.7577301738	0.5085557458
253	0.7577480629	0.5084542632
254	0.757915043	0.5083207018
255	0.7580303049	0.5081857276
256	0.758106518	0.5079737436
257	0.758224398	0.5078325352
258	0.7583250143	0.5077745729
259	0.7583606121	0.5076441055
260	0.7583839537	0.5075868785
261	0.7585499085	0.5074588413
262	0.7585320018	0.5074143289
263	0.7585989332	0.5073461929
264	0.7587387022	0.5072373452
265	0.7588018096	0.5069112222
266	0.7589063251	0.5067537377
267	0.7588997201	0.5066279771
268	0.7589736363	0.5065307426
269	0.7592828519	0.5063110875
270	0.759310432	0.5062180364
271	0.7593315742	0.5060796333
272	0.7593720197	0.5059640846
273	0.7594305748	0.5058967247
274	0.7595076972	0.5057932229
275	0.7595610378	0.5057129485
276	0.7595325555	0.5056323991
277	0.7595985457	0.505455723
278	0.7596781589	0.5053195422
279	0.7597442529	0.5051552603
280	0.7597567969	0.5050693457
281	0.7598246107	0.5048252404
282	0.759864743	0.5046751655
283	0.759875543	0.5046263299
284	0.759932857	0.5044746943
285	0.7599304283	0.5043686056
286	0.7600015841	0.5041768048
287	0.7599922336	0.5040858739
288	0.7600311795	0.5039699821
289	0.7600374781	0.5038508256
290	0.7600668418	0.5037718037
291	0.7601249416	0.5036744694
292	0.7602116513	0.5035318575
293	0.7602872311	0.5033887733
294	0.760314915	0.5032870437
295	0.7603935032	0.5030961995
296	0.7604722448	0.5030072557
297	0.7605398701	0.5029142141
298	0.7605663737	0.5028533563
299	0.7605785106	0.5027792706
300	0.7606327786	0.5027155905
301	0.7606358003	0.5026217293
302	0.7607020188	0.5025184267
303	0.7607139441	0.5024532511
304	0.7607000225	0.5023790736
305	0.7607136128	0.5023246763
306	0.7608323446	0.5021900639
307	0.7608336256	0.5021473438
308	0.7609072312	0.5019318022
309	0.7609047552	0.5018840719
310	0.7608988777	0.5018310986
311	0.7609232485	0.5017659736
312	0.7609647003	0.5016878671
313	0.7610338925	0.5015995956
314	0.7611157128	0.5015579416
315	0.7612761553	0.5013520045
316	0.7613197325	0.501259657
317	0.7615513082	0.5011488691
318	0.7615810254	0.501090079
319	0.7616873553	0.5009862201
320	0.7616776907	0.5009368355
321	0.7616812856	0.5008489493
322	0.7617194824	0.5007946082
323	0.7617510381	0.5007395136
324	0.7618189604	0.500617702
325	0.7617975942	0.5005669475
326	0.7618697754	0.5004730508
327	0.7618676584	0.5003699842
328	0.7618671062	0.5002952961
329	0.7619130482	0.5002422481
330	0.7620442416	0.5001247334
331	0.76212589	0.5000330911
332	0.7622455096	0.4998616908
333	0.7623045599	0.4998031704
334	0.7624333642	0.4996551541
335	0.7626169236	0.4995450199
336	0.7626365255	0.4993650218
337	0.7626371353	0.4992916404
338	0.7627164358	0.4991806562
339	0.7627583967	0.4990068563
340	0.7627013128	0.4989294619
341	0.7627528924	0.4988405312
342	0.762837845	0.4987685643
343	0.762920084	0.4986758014
344	0.7629305094	0.4986277242
345	0.7629387065	0.4985665354
346	0.7629544613	0.4985390778
347	0.7630013982	0.4985060691
348	0.763021823	0.4983605883
349	0.7630617311	0.4982590792
350	0.7630719602	0.4981592867
351	0.7631009413	0.4981056877
352	0.7630682038	0.4980292333
353	0.7630571031	0.4979689082
354	0.763110122	0.4979227023
355	0.7631278876	0.4978701733
356	0.7631071905	0.4977718678
357	0.7631478647	0.4976418662
358	0.7631485504	0.4975068264
359	0.7631966178	0.4974549023
360	0.7632175946	0.4973860144
361	0.7632370725	0.4973346994
362	0.7632912397	0.4972414268
363	0.763362988	0.4971658551
364	0.7633693396	0.4970974097
365	0.7634295332	0.4970112996
366	0.7634521773	0.4969107116
367	0.7634567758	0.4968399878
368	0.763487982	0.4967399145
369	0.7635686438	0.4966723317
370	0.763562663	0.4965561304
371	0.763609873	0.4965103071
372	0.7636054405	0.4964076081
373	0.7636412188	0.4963036023
374	0.7637838999	0.4962241023
375	0.7638794576	0.4961438027
376	0.7638206415	0.496103045
377	0.7639475927	0.4959649834
378	0.7639903006	0.495796409
379	0.7640409213	0.4957374454
380	0.7640850624	0.4956737948
381	0.7641458404	0.4955892795
382	0.7641978104	0.4954929507
383	0.7642583086	0.495389898
384	0.7642671977	0.4953517869
385	0.7643498832	0.4952750465
386	0.7643672878	0.4951723743
387	0.7643526308	0.4951242234
388	0.7644009657	0.4950407337
389	0.7643826258	0.4949800636
390	0.7643642233	0.4949148147
391	0.764389363	0.4948771251
392	0.7645102658	0.4946990998
393	0.7645667295	0.4946177397
394	0.7645890481	0.4945366251
395	0.7646402294	0.4944124502
396	0.7646720017	0.4943722303
397	0.7646964303	0.4943145633
398	0.7647080461	0.4942473393
399	0.7647338974	0.4941666353
400	0.764752348	0.494124682
401	0.7648418355	0.4940223161
402	0.7648467827	0.4939571396
403	0.7648672243	0.4939010927
404	0.764890901	0.4938310901
405	0.7649218303	0.4937785982
406	0.7649390206	0.4937003834
407	0.7649562267	0.4936362096
408	0.7649517386	0.4935916585
409	0.7649433939	0.4935195609
410	0.7649781808	0.4934453499
411	0.7649923575	0.4933853511
412	0.7649974347	0.4933158043
413	0.7650314909	0.493211154
414	0.7650246139	0.4931793941
415	0.7650748101	0.4931242716
416	0.7650869476	0.4930718554
417	0.7651353052	0.4929656279
418	0.7652593159	0.4928822727
419	0.7652199674	0.4928402404
420	0.7652649251	0.4927639169
421	0.7652436633	0.4926938445
422	0.7652526059	0.4926528292
423	0.7652785431	0.4925753713
424	0.7653017546	0.4925433537
425	0.7653273311	0.4924632616
426	0.7653083659	0.4924232383
427	0.7653637994	0.4923537653
428	0.7653831923	0.4923165553
429	0.7653754924	0.4922601857
430	0.7654168414	0.4921608006
431	0.7654393207	0.4921011581
432	0.7654356618	0.4920672586
433	0.7654650757	0.4920363214
434	0.7654764833	0.491994936
435	0.7655269201	0.4919348114
436	0.7655841822	0.4918655454
437	0.7656373644	0.4918195473
438	0.765734496	0.4917430051
439	0.7657851792	0.4916180556
440	0.7658403538	0.4915627978
441	0.7658969867	0.4914563103
442	0.7659465668	0.4913169826
443	0.7659656898	0.4912058075
444	0.7659550561	0.4911397096
445	0.7659711318	0.4910769167
446	0.7659790489	0.4910141218
447	0.7660535081	0.4909744683
448	0.7660967159	0.4909366424
449	0.7661182343	0.4908909634
450	0.7661404552	0.4908397584
451	0.7661817329	0.4907788845
452	0.7662140523	0.4906671953
453	0.7662278157	0.4906402809
454	0.766273823	0.4906038867
455	0.7662965144	0.4904968148
456	0.7663581096	0.4904153291
457	0.7663963329	0.4903820162
458	0.7663705498	0.4902689438
459	0.7663906353	0.4901968723
460	0.7664665785	0.4900998384
461	0.7665127383	0.4900684602
462	0.7664974324	0.4900173399
463	0.7665669976	0.4899541079
464	0.7665520015	0.4898856487
465	0.7665905376	0.48985229
466	0.7665409275	0.4898189287
467	0.7665773626	0.4897474408
468	0.766634789	0.4897075853
469	0.7666718664	0.4896564434
470	0.766701871	0.4895939531
471	0.7667180218	0.4895574696
472	0.7667645688	0.489478925
473	0.7668084694	0.4893760544
474	0.7668247566	0.4893240426
475	0.7668750061	0.4892952224
476	0.7669020936	0.4892233418
477	0.7669214466	0.4891918706
478	0.766924128	0.4891278806
479	0.7669242593	0.4890535477
480	0.7668696792	0.4890133515
481	0.766841116	0.4889077128
482	0.7668503168	0.4888253284
483	0.7669058221	0.4887819814
484	0.7669421167	0.4887471449
485	0.7669082254	0.488697897
486	0.7669244954	0.4886728658
487	0.7669355042	0.4886088611
488	0.7669645177	0.4885347432
489	0.766994932	0.4884850845
490	0.7669919103	0.4884196604
491	0.7670133998	0.4883742811
492	0.7670548359	0.4883403168
493	0.7670595443	0.4882669362
494	0.7671044302	0.4881813502
495	0.7671443223	0.4880757646
496	0.7671272451	0.4880134304
497	0.7671728457	0.487957569
498	0.7672093959	0.4878946736
499	0.7672091096	0.4878487059
500	0.7671869592	0.4878101389
501	0.7672507317	0.487751862
502	0.7672831343	0.4877013595
503	0.7673350835	0.4876294399
504	0.7673549168	0.4875518268
505	0.7673989531	0.4874839731
506	0.7674251752	0.4874553818
507	0.767463868	0.4873987738
508	0.7674819547	0.4873575887
509	0.7675073885	0.487321661
510	0.7675096267	0.4872146695
511	0.767542303	0.487184187
512	0.7675501332	0.4871500414
513	0.7676041791	0.4870772428
514	0.7677603604	0.4869924528
515	0.7677654712	0.4869214279
516	0.7677692947	0.486884095
517	0.7679223347	0.4867948062
518	0.7679176453	0.4866908546
519	0.7679143223	0.4866566144
520	0.7679379645	0.486609447
521	0.7679726139	0.4865470408
522	0.7679837539	0.4864861224
523	0.7679669745	0.4863914433
524	0.7679643332	0.4863143465
525	0.7680119509	0.4862405106
526	0.7680600767	0.486204111
527	0.7681418195	0.4861298318
528	0.7681549074	0.486100695
529	0.7681741914	0.4860253154
530	0.7682224807	0.4859331697
531	0.7682497682	0.485902252
532	0.7682296896	0.4858569908
533	0.7682772924	0.4858191452
534	0.7682950253	0.4857817851
535	0.7683247533	0.4857171516
536	0.7683414687	0.485682769
537	0.7683516407	0.4856501564
538	0.7683890507	0.4855655526
539	0.7684048574	0.4855323167
540	0.768457958	0.485483249
541	0.7684477878	0.485440677
542	0.7684625355	0.485407784
543	0.7685013519	0.485371098
544	0.7685159673	0.485338894
545	0.7685213482	0.4852807919
546	0.76854659	0.4852358565
547	0.768553741	0.4851921636
548	0.7685625193	0.4851692421
549	0.7686053765	0.4851479351
550	0.7686275651	0.485089691
551	0.7686695179	0.4850604118
552	0.7686461877	0.4850038925
553	0.7686261343	0.4849408805
554	0.7686171684	0.4848564834
555	0.7686532837	0.4847639501
556	0.7686190629	0.4847214641
557	0.7686362723	0.4846627635
558	0.7686958378	0.4845920746
559	0.7687507703	0.484555914
560	0.7687428489	0.4845109895
561	0.768767603	0.4844401028
562	0.7688141516	0.4843397534
563	0.7688348801	0.4842754106
564	0.7688816107	0.4842329901
565	0.7689141584	0.4841766602
566	0.7689459721	0.4841464738
567	0.7689809121	0.4840874532
568	0.7690203384	0.4839976878
569	0.7690049595	0.4839622932
570	0.769020341	0.4839350237
571	0.7690397753	0.4838962195
572	0.769055902	0.4838608982
573	0.7690699374	0.4838050693
574	0.7691075693	0.4837542324
575	0.7691220509	0.4837019368
576	0.769158189	0.4836711342
577	0.7691471319	0.4836066798
578	0.7692022447	0.4835425662
579	0.7692283797	0.4834848349
580	0.769221957	0.4834604732
581	0.7692388347	0.4833964241
582	0.7692374911	0.4833450564
583	0.7692651247	0.4832787273
584	0.769260946	0.4832190168
585	0.7692654301	0.4831884272
586	0.7692566189	0.4831117718
587	0.7692590093	0.4830815595
588	0.7692929285	0.4830532984
589	0.7693601615	0.4830151581
590	0.7693619551	0.4829649719
591	0.7693864726	0.4828788246
592	0.7693718228	0.4828347195
593	0.7693715271	0.4828062456
594	0.7693698839	0.482760085
595	0.7693627156	0.4827350308
596	0.7694671763	0.4826937389
597	0.7694223683	0.4826237252
598	0.7694092229	0.4825904634
599	0.769416549	0.4825479872
600	0.7694473401	0.482506216
601	0.7694663341	0.4824536352
602	0.7695016065	0.4823968133
603	0.7695232913	0.482372872
604	0.7695642584	0.4823352838
605	0.7696025278	0.4823108551
606	0.7696008705	0.4822777992
607	0.769645569	0.4822237477
608	0.7696560596	0.4821933882
609	0.7696454791	0.4821575168
610	0.7696375731	0.4821068903
611	0.7696496716	0.4820628096
612	0.769680802	0.4820047715
613	0.769723403	0.4819649855
614	0.7697177254	0.4819277281
615	0.7697348088	0.4818762543
616	0.7697647475	0.4818384279
617	0.7697938991	0.4818118026
618	0.769831427	0.4817716637
619	0.7698452962	0.4817442803
620	0.7698746152	0.4816934397
621	0.7698768763	0.4816521943
622	0.769894973	0.4816276773
623	0.7699022757	0.4815998482
624	0.7699471109	0.481577236
625	0.769954311	0.4815265934
626	0.7699696968	0.4814608398
627	0.7700040819	0.4814287534
628	0.7699752645	0.4813796278
629	0.770005336	0.4813483215
630	0.7700371562	0.4813109789
631	0.7700817995	0.4812552277
632	0.7700829948	0.4812183501
633	0.7700913726	0.481160766
634	0.7701300128	0.4811227508
635	0.7702234109	0.4810713774
636	0.7702048055	0.4810165573
637	0.7702394627	0.4809728863
638	0.770263954	0.4809383594
639	0.7702517149	0.4809092093
640	0.7702586885	0.4808607439
641	0.7702708218	0.4808292469
642	0.7703035586	0.4807906941
643	0.770379368	0.4807473834
644	0.7703853423	0.4806853646
645	0.7703833988	0.4806556142
646	0.7704078906	0.4805847272
647	0.770414644	0.4805529701
648	0.7704520671	0.4805152994
649	0.7704571807	0.4804695445
650	0.7704877248	0.4804130422
651	0.7704819254	0.4803666832
652	0.770518983	0.4803056347
653	0.7705275721	0.4802614541
654	0.7705761837	0.4802127878
655	0.7706408643	0.480166447
656	0.7706014835	0.4801058702
657	0.7706141826	0.4800539479
658	0.7706477131	0.4800086258
659	0.7706522605	0.4799556027
660	0.7706730741	0.4799350548
661	0.7706834559	0.4798648788
662	0.7707263493	0.479824537
663	0.7707347135	0.4797725971
664	0.7707583842	0.4797325644
665	0.7707765913	0.4797002147
666	0.7708289591	0.479640903
667	0.7708570284	0.4795821555
668	0.7709001051	0.4795411644
669	0.7708732937	0.4794948447
670	0.7708775863	0.4794490669
671	0.7709202407	0.4793967177
672	0.7709587912	0.4793477152
673	0.770964408	0.479253917
674	0.7710387232	0.4792120946
675	0.7710677271	0.4791782149
676	0.7710702806	0.4791221865
677	0.7711145618	0.4790821817
678	0.7711836722	0.4790299299
679	0.7711778632	0.4789842804
680	0.7711872152	0.478953596
681	0.7712004978	0.4789190554
682	0.7712165139	0.4788515712
683	0.771182436	0.4788053775
684	0.7712177194	0.4787714295
685	0.7712697277	0.4787362812
686	0.7712785092	0.4787093583
687	0.771301896	0.4786842299
688	0.7713382918	0.4786251118
689	0.771343236	0.4786018497
690	0.7713745412	0.4785520901
691	0.7714207101	0.4785124227
692	0.771411516	0.4784689785
693	0.7714234324	0.4784354502
694	0.7714491541	0.4783829618
695	0.7714982078	0.478351136
696	0.7714802357	0.4783100668
697	0.7714985422	0.4782778429
698	0.7715278021	0.4782052708
699	0.7715356097	0.4781677926
700	0.7715453541	0.4781277919
701	0.7715376927	0.4781056428
702	0.7715320554	0.4780590206
703	0.7715367022	0.4779936652
704	0.7715565444	0.4779720568
705	0.7715715505	0.4779429868
706	0.7715592102	0.4779011191
707	0.7716456415	0.4778528492
708	0.7716266644	0.4777909186
709	0.7716175989	0.4777649603
710	0.7716273239	0.4777250909
711	0.7716040618	0.4776911261
712	0.7716239386	0.4776679663
713	0.7716044219	0.4776166685
714	0.771616982	0.4775930776
715	0.771619048	0.4775592626
716	0.7716222959	0.4775357354
717	0.7716493617	0.4774885855
718	0.7716634537	0.4774655531
719	0.7717147823	0.4774130084
720	0.7717648523	0.4773708062
721	0.7717650126	0.4773232886
722	0.7717784202	0.4772645551
723	0.7717938716	0.4772347871
724	0.771800387	0.4772060785
725	0.7717875829	0.4771807794
726	0.7718370095	0.4771539203
727	0.7718645605	0.477120359
728	0.7718936419	0.4770965577
729	0.7719042551	0.4770627718
730	0.771930917	0.4770311983
731	0.771934843	0.476989391
732	0.7719779952	0.4769315868
733	0.7719748917	0.4768933175
734	0.7720006344	0.4768522531
735	0.7720000856	0.4768051341
736	0.7720111115	0.4767310347
737	0.7720367462	0.4767028178
738	0.7720626939	0.4766719153
739	0.7721241134	0.4766343416
740	0.7721692899	0.4765904393
741	0.7721670862	0.4765701775
742	0.7722284225	0.4765357963
743	0.7722378617	0.4765089247
744	0.7722631033	0.4764878024
745	0.7722594608	0.4764554864
746	0.7722783068	0.4764299527
747	0.7722677659	0.4764003915
748	0.7723014312	0.4763708687
749	0.772326503	0.4763410742
750	0.7723459337	0.4763108605
751	0.7723560303	0.4762464979
752	0.7724414713	0.4761911343
753	0.7724611504	0.4761397734
754	0.7724808408	0.4761151195
755	0.7725220404	0.4760643837
756	0.772610865	0.4759854493
757	0.7726247536	0.4759495218
758	0.7726286886	0.47591174
759	0.7726762781	0.4758788933
760	0.7726961355	0.4758522153
761	0.7727371358	0.4757976276
762	0.7727479713	0.4757604576
763	0.772749297	0.4757132592
764	0.7727773794	0.475686543
765	0.7728202384	0.4756373345
766	0.7728102891	0.4756035905
767	0.7728530967	0.4755573588
768	0.7728226801	0.4755119797
769	0.7728332998	0.4754708912
770	0.7728689065	0.4754490798
771	0.7728766518	0.4754085739
772	0.7729353424	0.4753510112
773	0.7730228394	0.4753148494
774	0.7730117827	0.4752605721
775	0.7730209285	0.4752279975
776	0.7730112575	0.4751920525
777	0.7730425779	0.4751692107
778	0.7730612062	0.4751385576
779	0.773093069	0.475099872
780	0.773188563	0.4750439266
781	0.7732170538	0.4750007764
782	0.7732136445	0.4749473712
783	0.7732196139	0.4749252585
784	0.7732129719	0.474901021
785	0.7732028491	0.4748593048
786	0.7732459009	0.4748128163
787	0.7732385716	0.474757797
788	0.7732502168	0.4747164619
789	0.7732630409	0.4746824729
790	0.7732949938	0.4746498444
791	0.7733232881	0.4746258837
792	0.7733171881	0.4745677959
793	0.7733477921	0.4745341619
794	0.7733550086	0.4745112729
795	0.7733530363	0.4744495215
796	0.7733333853	0.4744023538
797	0.7733681457	0.474375853
798	0.7733598661	0.474344064
799	0.7733826363	0.4743127894
800	0.7733761467	0.4742752884
801	0.7733850529	0.4742418721
802	0.7734181036	0.474218861
803	0.773402914	0.4741802629
804	0.7734000364	0.4741427207
805	0.7734176155	0.474116919
806	0.7734137443	0.4740907988
807	0.7734150151	0.4740729338
808	0.773436245	0.4740508775
809	0.7734749829	0.4740025506
810	0.7734803618	0.4739760198
811	0.7735016731	0.4739412184
812	0.7734732287	0.473910767
813	0.7735001792	0.4738840171
814	0.773537416	0.4738528945
815	0.7735818192	0.473810143
816	0.7735791922	0.4737826195
817	0.7736098358	0.4737603403
818	0.7736366584	0.4737287233
819	0.7735891314	0.4737108589
820	0.7736251409	0.4736682996
821	0.7736306709	0.4736499072
822	0.7736417865	0.4735991228
823	0.7736499448	0.4735731669
824	0.7736533827	0.4735502033
825	0.7737439932	0.4735167781
826	0.7737914864	0.4734773722
827	0.7738041102	0.4734496683
828	0.7737693552	0.4734149459
829	0.7737553389	0.473378451
830	0.773800052	0.4733447086
831	0.7737958316	0.4733087859
832	0.7738267406	0.4732772825
833	0.7738338255	0.473256496
834	0.7738615258	0.473199961
835	0.7739142037	0.4731701476
836	0.7740087741	0.473133281
837	0.7740599179	0.4730831632
838	0.7740782001	0.4730545735
839	0.7740831596	0.4730172027
840	0.7741342353	0.472981466
841	0.7741427166	0.4729398627
842	0.7741289559	0.4729027912
843	0.7740945168	0.4728782025
844	0.7740560019	0.4728291963
845	0.7740723353	0.472795893
846	0.7741220359	0.4727579936
847	0.77412524	0.4727297804
848	0.7741685376	0.472705003
849	0.7741483651	0.4726655641
850	0.7742036027	0.4726359491
851	0.7741899666	0.4726147505
852	0.774228236	0.4725890968
853	0.7742301863	0.4725630586
854	0.7742363438	0.4725279283
855	0.7742741734	0.4724887503
856	0.7742620473	0.4724729953
857	0.7742966098	0.4724476775
858	0.7742754311	0.472430729
859	0.7743102466	0.4724106701
860	0.7743160228	0.4723772807
861	0.774303452	0.4723302299
862	0.7743861939	0.4722999141
863	0.7743790972	0.4722585833
864	0.7743689835	0.4722324714
865	0.7743890324	0.4722102576
866	0.7743721358	0.4721918432
867	0.7744017953	0.4721675153
868	0.7744154969	0.4721350596
869	0.7744183238	0.4721155376
870	0.774462863	0.4720809357
871	0.7744590174	0.4720408717
872	0.7744894859	0.4720055522
873	0.7745191615	0.471984325
874	0.7745385165	0.4719620214
875	0.7745154567	0.4719250969
876	0.7745267251	0.4718805704
877	0.7745673185	0.4718525462
878	0.7745596049	0.4718137604
879	0.7745613839	0.4717819167
880	0.7745904833	0.4717557122
881	0.7746378717	0.4717098456
882	0.7746382558	0.471671932
883	0.7746142583	0.47163466
884	0.7746529499	0.4715999218
