iter	Logloss	F1
253	0.5980939466	0.6757103164
254	0.5980623066	0.6757449206
255	0.5980179001	0.6757770887
256	0.5979805517	0.6757188619
257	0.5979459724	0.6757516103
258	0.5979005942	0.6757201928
259	0.5978602026	0.6757631055
260	0.5978219564	0.675735062
261	0.5977452979	0.6757777263
262	0.5977139309	0.675845832
263	0.5976633462	0.6758931362
264	0.5976145574	0.6759803383
265	0.5975720346	0.6759960982
266	0.5975185725	0.6759956905
267	0.5974916204	0.6760140665
268	0.5974430996	0.6760075753
269	0.5974101661	0.6760366094
270	0.597364091	0.6761423315
271	0.597334647	0.6761520321
272	0.5972961496	0.6761262581
273	0.5972572937	0.6760960867
274	0.5971988951	0.6760967108
275	0.597159573	0.6761071993
276	0.5971276807	0.6760601104
277	0.5970963913	0.6761241094
278	0.5970646187	0.676147527
279	0.5970337067	0.6761581766
280	0.5970041628	0.6761867809
281	0.5969754296	0.6762333467
282	0.5969174754	0.676365283
283	0.5968796273	0.6764256329
284	0.596844877	0.6763931854
285	0.5968176866	0.6763789082
286	0.5967821973	0.6763935373
287	0.5967446143	0.6764393078
288	0.5966734396	0.6765348052
289	0.5966431821	0.6765615469
290	0.5966003397	0.6765723936
291	0.5965528954	0.6766731465
292	0.5965015217	0.6768011657
293	0.5964729712	0.6768237436
294	0.5964343864	0.6768240032
295	0.596404895	0.6768158719
296	0.5963804465	0.6768181092
297	0.5963387847	0.6768948901
298	0.5962806059	0.676915835
299	0.5962567094	0.6769335633
300	0.5962159853	0.6769556737
301	0.5961707934	0.6769796419
302	0.596143774	0.676983585
303	0.5961084738	0.6769924637
304	0.5960773479	0.6770189072
305	0.5960529969	0.6770802417
306	0.5960246373	0.6770458773
307	0.59598608	0.6771055158
308	0.5959478968	0.6770691366
309	0.5959258265	0.6771112073
310	0.5959024893	0.6771124402
311	0.5958635875	0.6771096716
312	0.595839994	0.6771396189
313	0.5957926915	0.6770955709
314	0.5957637669	0.6771205285
315	0.595722303	0.6771712365
316	0.5956969319	0.6772539725
317	0.5956667585	0.6772491766
318	0.5956277416	0.6772312093
319	0.5955918806	0.6772297459
320	0.5955668755	0.6772448082
321	0.5955343263	0.6773148057
322	0.5955070311	0.6773655734
323	0.5954785348	0.6773496528
324	0.5954352906	0.6774167119
325	0.5954005983	0.6773753808
326	0.5953618816	0.6773739024
327	0.5953311124	0.6774456427
328	0.5953022174	0.6774833959
329	0.5952641956	0.6775145689
330	0.5952389219	0.6774692094
331	0.5952148823	0.6774764692
332	0.5951871585	0.6775010592
333	0.5951426259	0.6776116051
334	0.5951136589	0.6776416867
335	0.595076968	0.6776805302
336	0.5950467785	0.6776872981
337	0.5950080376	0.6777114272
338	0.5949830948	0.6777264152
339	0.5949510141	0.6777384003
340	0.5949251714	0.6777146916
341	0.5948842422	0.6777631162
342	0.5948552189	0.6777767578
343	0.5948270083	0.6778100818
344	0.5947980927	0.6778127666
345	0.594768136	0.6777845781
346	0.5947303186	0.6778302806
347	0.594708043	0.6778605429
348	0.5946807386	0.677919547
349	0.5946268301	0.6779090594
350	0.5945965856	0.6779233968
351	0.5945600701	0.6779502044
352	0.5945292547	0.6779813487
353	0.5944909735	0.6780469017
354	0.5944718356	0.6780670318
355	0.5944342351	0.6779723751
356	0.5944063993	0.6779504086
357	0.5943654815	0.6779510134
358	0.594329783	0.6779862237
359	0.5943022972	0.6779810994
360	0.5942725996	0.6780174753
361	0.5942540462	0.6780008181
362	0.5942284988	0.6779889795
363	0.5941969427	0.6780476816
364	0.5941710997	0.6780383548
365	0.5941452808	0.6780580442
366	0.5941140554	0.6780426392
367	0.5940779944	0.6780715119
368	0.5940450546	0.6781160874
369	0.5940186589	0.6781538379
370	0.593995914	0.6781934897
371	0.593940669	0.6781943973
372	0.5939161461	0.6782308689
373	0.5938847553	0.6783002569
374	0.5938621818	0.6783315549
375	0.5938289815	0.6783584616
376	0.5938065274	0.6783812985
377	0.5937799575	0.6783730297
378	0.5937511658	0.6783754469
379	0.5937267447	0.6783827111
380	0.5936965547	0.6784256339
381	0.5936697731	0.6783937736
382	0.5936425279	0.6784091355
383	0.593607707	0.6784338993
384	0.5935816632	0.6784843383
385	0.5935519887	0.678535665
386	0.5935273461	0.6785666314
387	0.5935093762	0.6785949837
388	0.5934731272	0.6786426878
389	0.5934429271	0.678659373
390	0.5934225754	0.6786599948
391	0.5933954398	0.6786712811
392	0.5933647014	0.6786876554
393	0.5933464673	0.6786716718
394	0.5933248551	0.6786674843
395	0.5932969139	0.6787010764
396	0.5932778364	0.6787310001
397	0.5932515988	0.6787294854
398	0.5932195186	0.6788333904
399	0.5931872231	0.6789440197
400	0.5931647218	0.6789712646
401	0.5931309395	0.6789764045
402	0.5931026081	0.6789939753
403	0.5930755096	0.6790497138
404	0.5930532893	0.6790791654
405	0.5930301263	0.6790661972
406	0.5929878173	0.6791257546
407	0.5929585381	0.679132155
408	0.5929252842	0.6791397625
409	0.5928890278	0.6791780774
410	0.5928589084	0.679153037
411	0.5928277259	0.6791788752
412	0.592798628	0.6791827946
413	0.5927639995	0.6791690007
414	0.5927432473	0.6791540715
415	0.5927183962	0.6791993487
416	0.5926980263	0.6792051781
417	0.5926714496	0.6792387985
418	0.5926377279	0.6792553391
419	0.5926049849	0.6792627181
420	0.5925849881	0.6792472372
421	0.5925574337	0.6792935436
422	0.5925290383	0.6793204778
423	0.5925005535	0.6793151583
424	0.5924791996	0.6793340622
425	0.5924536698	0.6793280555
426	0.5924289978	0.6793693654
427	0.5924118269	0.6794225477
428	0.5923927275	0.6794314849
429	0.5923716188	0.679449946
430	0.5923475578	0.6794755825
431	0.5923274097	0.6794862292
432	0.5923058712	0.6794996124
433	0.5922862581	0.6795049985
434	0.5922618051	0.679472834
435	0.592235578	0.6795079292
436	0.5922058378	0.6795435368
437	0.5921873731	0.6795202649
438	0.5921584908	0.6795503812
439	0.5921275558	0.6795505983
440	0.5920977487	0.6795768658
441	0.5920793106	0.6795955674
442	0.5920611482	0.6796035176
443	0.5920315926	0.6796291318
444	0.5920136852	0.6796496158
445	0.591979838	0.6796592593
446	0.591959561	0.679643183
447	0.5919305857	0.6796747125
448	0.5919051237	0.6796950293
449	0.5918799259	0.6797476981
450	0.5918517694	0.6797496015
451	0.5918335621	0.6797975044
452	0.5918097811	0.6797601245
453	0.5917831767	0.6798345425
454	0.5917529615	0.6798344218
455	0.5917175848	0.6798481261
456	0.5916864022	0.6798759298
457	0.5916565427	0.6799210544
458	0.5916342598	0.6799497506
459	0.5915974268	0.6799683005
460	0.5915689827	0.6799734466
461	0.5915471242	0.6799908327
462	0.5915233381	0.6800078271
463	0.5914958831	0.6800289149
464	0.5914703283	0.6800692903
465	0.5914482699	0.6801891298
466	0.591419683	0.6802589133
467	0.5913889547	0.6802558914
468	0.5913649429	0.6802570582
469	0.5913427893	0.6802639268
470	0.5913173173	0.6802563889
471	0.5912933722	0.6802937619
472	0.5912619376	0.6803353405
473	0.5912394435	0.6803370513
474	0.5912067108	0.6803360627
475	0.5911719077	0.680322352
476	0.5911415437	0.6803399215
477	0.5911148875	0.6803404317
478	0.5910922526	0.6803506137
479	0.5910700788	0.6803448879
480	0.5910479672	0.6804159286
481	0.5910209048	0.6804229143
482	0.5910016553	0.6804256247
483	0.5909720722	0.6804130072
484	0.5909454268	0.6804191927
485	0.5909188794	0.6804907981
486	0.5908885414	0.6805772665
487	0.5908646342	0.6805798796
488	0.5908292452	0.680656515
489	0.5908143958	0.680642113
490	0.590792499	0.6806562817
491	0.5907622769	0.6807030812
492	0.5907384965	0.6807249354
493	0.5907239588	0.6807254417
494	0.5906961181	0.6807507414
495	0.5906768039	0.6807550793
496	0.5906514114	0.6807303432
497	0.5906210577	0.6808457191
498	0.5905982368	0.6808640546
499	0.5905726578	0.6808916716
500	0.5905527439	0.6808913673
501	0.5905327947	0.6808973024
502	0.5905110796	0.6808896748
503	0.5904838284	0.6809215128
504	0.5904601718	0.680926027
505	0.5904373381	0.6809278947
506	0.590418336	0.6809559381
507	0.5903983751	0.6809695988
508	0.5903779228	0.6809749276
509	0.5903549386	0.6809698773
510	0.5903367751	0.6809756263
511	0.5903189619	0.6809839348
512	0.5902930062	0.6810675341
513	0.5902737114	0.6810699211
514	0.5902401335	0.6810487013
515	0.590217098	0.681068634
516	0.5901892502	0.6810669466
517	0.5901584003	0.6811354523
518	0.5901339725	0.6811695607
519	0.5901107453	0.6811681942
520	0.5900827986	0.6812002234
521	0.5900494309	0.6812960718
522	0.5900204949	0.6813133851
523	0.5899940573	0.6813317803
524	0.5899697637	0.6813337065
525	0.5899482289	0.6813316427
526	0.5899223113	0.6813919872
527	0.589903024	0.6814237753
528	0.5898897961	0.6814148728
529	0.5898673725	0.6814260982
530	0.5898427982	0.681444969
531	0.5898203153	0.681498472
532	0.5897980288	0.6815090972
533	0.5897793015	0.6815110588
534	0.589744554	0.6815316757
535	0.5897074404	0.6815726584
536	0.5896715476	0.6815875508
537	0.5896422454	0.6816318008
538	0.5896152078	0.681674182
539	0.5895988483	0.6816857281
540	0.589570989	0.6817134442
541	0.5895528795	0.6817466505
542	0.5895236009	0.6817777428
543	0.5894974608	0.6817909722
544	0.5894743229	0.6817909722
545	0.5894488863	0.68180857
546	0.589429764	0.6818063948
547	0.589405365	0.6818221446
548	0.5893812266	0.6818648004
549	0.5893581609	0.681888721
550	0.5893358643	0.6818935815
551	0.5893208905	0.6819143533
552	0.5892896884	0.681895112
553	0.5892705716	0.6818988747
554	0.5892498044	0.6819337945
555	0.5892173684	0.682009038
556	0.5891882562	0.6820401536
557	0.5891664469	0.6820248514
558	0.5891365172	0.682061814
559	0.5891048715	0.6820879706
560	0.5890815198	0.6821024671
561	0.5890531402	0.6821657939
562	0.5890270759	0.6821442371
563	0.5890065296	0.6821433555
564	0.5889834046	0.6821586644
565	0.5889676065	0.6821840222
566	0.588941024	0.6822093594
567	0.5889210377	0.6822083815
568	0.5889024545	0.6822126061
569	0.5888787912	0.6822191678
570	0.5888556289	0.6822422215
571	0.588830216	0.6822190561
572	0.5888140572	0.6822288719
573	0.5887786027	0.6822715633
574	0.5887602677	0.6822975313
575	0.5887307586	0.6823118648
576	0.5887035784	0.6823500568
577	0.5886812128	0.6823678473
578	0.5886592652	0.6823641104
579	0.5886377004	0.682383786
580	0.5886135431	0.6823856501
581	0.5885963481	0.6823872201
582	0.5885826865	0.6824283089
583	0.5885578963	0.682471796
584	0.5885379693	0.6824821862
585	0.5885157548	0.6825209756
586	0.5885017217	0.6824993423
587	0.5884782179	0.6825260394
588	0.5884569657	0.682523625
589	0.5884358888	0.6825315649
590	0.5884166339	0.6825462523
591	0.5883907854	0.6825260592
592	0.588370653	0.6825274372
593	0.5883506899	0.6825428717
594	0.5883324318	0.6825776831
595	0.5883008904	0.6825743362
596	0.5882740647	0.6825817797
597	0.5882479529	0.6826590226
598	0.5882285375	0.6826728859
599	0.5882126257	0.6826987703
600	0.5881953142	0.6827110371
601	0.5881714279	0.682739855
602	0.5881488199	0.6827395823
603	0.5881242417	0.6827697306
604	0.5881064552	0.6827705794
605	0.5880876953	0.6827764522
606	0.5880594112	0.6828156203
607	0.5880430598	0.6828345636
608	0.5880207448	0.6828527231
609	0.5880009188	0.6828849413
610	0.587983036	0.6829077289
611	0.5879585035	0.6828830603
612	0.5879409677	0.682909845
613	0.5879228666	0.6829068542
614	0.5878964009	0.6829492489
615	0.5878704617	0.6829851601
616	0.587847867	0.6829874323
617	0.5878285956	0.6829900102
618	0.5878151828	0.6829874772
619	0.5877880979	0.6830131559
620	0.5877675643	0.6830040389
621	0.5877399152	0.6829842809
622	0.5877123472	0.6830237195
623	0.5876927181	0.6830260173
624	0.5876753717	0.6830732094
625	0.5876539704	0.6831001332
626	0.5876292438	0.6831401725
627	0.5876078317	0.6831801949
628	0.5875892948	0.6831996691
629	0.5875692368	0.6832027052
630	0.5875521617	0.6832012648
631	0.5875248886	0.6832223736
632	0.5875006619	0.6832084834
633	0.5874813816	0.6832476294
634	0.5874594249	0.6832621576
635	0.5874343174	0.6832916701
636	0.5874098165	0.6833262165
637	0.5873938422	0.6833734966
638	0.5873624132	0.6833675381
639	0.5873431219	0.6833765127
640	0.587325876	0.6833978493
641	0.5873097896	0.6834260198
642	0.5872942253	0.6834000115
643	0.5872703074	0.6834019145
644	0.5872436748	0.6834290933
645	0.5872266152	0.6834322427
646	0.5872051625	0.6834058545
647	0.587181967	0.6834451461
648	0.5871654081	0.683429078
649	0.5871301849	0.6834314718
650	0.5871104234	0.683421743
651	0.5870904343	0.6834319182
652	0.5870744648	0.6834399425
653	0.5870574797	0.6834333
654	0.5870362677	0.6834749271
655	0.5870221934	0.6835325714
656	0.5870007762	0.6835435443
657	0.5869744143	0.6836063284
658	0.5869578974	0.6835919362
659	0.5869387908	0.6836155283
660	0.586919139	0.683630821
661	0.58690553	0.6836428017
662	0.5868881797	0.6836316383
663	0.5868686771	0.683608629
664	0.5868414641	0.68369039
665	0.5868179123	0.6836993145
666	0.5867949172	0.6837069002
667	0.58678005	0.6837099395
668	0.5867619784	0.6837160555
669	0.5867430712	0.6837381495
670	0.5867210502	0.6837703854
671	0.5867058	0.6837716491
672	0.5866799532	0.6837638538
673	0.5866656666	0.683795288
674	0.5866461539	0.6838046618
675	0.5866274805	0.6838092038
676	0.5866096134	0.6838717423
677	0.586585857	0.6838738058
678	0.5865676907	0.6838580259
679	0.5865481102	0.683889141
680	0.5865219623	0.6839258381
681	0.5864895522	0.6839624121
682	0.5864662083	0.6839452096
683	0.5864476266	0.6839464673
684	0.5864246085	0.683958072
685	0.5864058817	0.6839479528
686	0.5863912858	0.6839703315
687	0.5863573177	0.6840551018
688	0.586333044	0.6840840085
689	0.5863096316	0.6841410852
690	0.5862918981	0.6841595887
691	0.5862736269	0.6841494765
692	0.5862572619	0.6841668007
693	0.5862398575	0.6841782334
694	0.5862169732	0.6841943089
695	0.5861974259	0.6842163012
696	0.5861832901	0.6842274981
697	0.5861592567	0.6842719073
698	0.5861436776	0.6842958077
699	0.5861198239	0.684310852
700	0.5861020513	0.6843409065
701	0.5860882109	0.6843664423
702	0.5860611228	0.6843522856
703	0.5860433136	0.6843598516
704	0.5860221438	0.6843656919
705	0.5859972467	0.6843438416
706	0.5859743794	0.6843484974
707	0.5859593345	0.6843385478
708	0.5859441915	0.6843682374
709	0.585927811	0.6843544206
710	0.5859101828	0.6843724853
711	0.5858945832	0.6843988711
712	0.585876744	0.6844195564
713	0.5858577222	0.6844421425
714	0.5858368251	0.6844619368
715	0.58582419	0.6844635181
716	0.5857997379	0.6844651798
717	0.5857773018	0.6844562378
718	0.5857614359	0.6844905889
719	0.5857406137	0.6845382662
720	0.585722779	0.6845262791
721	0.5857024681	0.6845518868
722	0.5856917129	0.684567842
723	0.5856771324	0.6845671083
724	0.5856536538	0.6845838468
725	0.5856352978	0.6845989084
726	0.585619393	0.6846308986
727	0.5856064613	0.6846403362
728	0.5855878403	0.6846761506
729	0.585568695	0.6846746645
730	0.5855442416	0.6846886086
731	0.5855214612	0.6847182651
732	0.5855031724	0.6847275497
733	0.5854854269	0.684738505
734	0.5854654202	0.6847559519
735	0.5854483944	0.6847053878
736	0.5854236715	0.6847188891
737	0.5854037175	0.6847504296
738	0.5853849799	0.6847562451
739	0.5853689909	0.6847498736
740	0.5853466866	0.6847788823
741	0.585329041	0.6848116888
742	0.5853117217	0.6848134082
743	0.5852953301	0.6848316754
744	0.585273024	0.68484368
745	0.5852588451	0.6848713812
746	0.5852386133	0.6848829612
747	0.5852196164	0.6849052461
748	0.5852048013	0.6849163563
749	0.5851866583	0.6849430231
750	0.5851760185	0.6849656379
751	0.5851605856	0.6849773745
752	0.5851421554	0.6850060565
753	0.5851200923	0.6850191413
754	0.5850881551	0.6850767978
755	0.5850679583	0.6850840563
756	0.5850547711	0.6851082535
757	0.5850284246	0.6851646306
758	0.5850115249	0.6851530778
759	0.584988517	0.6851527459
760	0.5849724289	0.6851623884
761	0.5849538862	0.6851558162
762	0.5849377951	0.685171376
763	0.5849199286	0.6851741728
764	0.5849042235	0.6851629019
765	0.5848892691	0.6851752427
766	0.5848646401	0.6851754498
767	0.5848363407	0.6852852226
768	0.5848182099	0.6852971861
769	0.5847865237	0.6852241907
770	0.5847679352	0.6852062817
771	0.5847447051	0.6852602033
772	0.5847265153	0.685267617
773	0.5847065484	0.685292897
774	0.5846863675	0.6852987892
775	0.5846725744	0.6853156381
776	0.5846499954	0.6853467248
777	0.5846283764	0.6853828396
778	0.5846050293	0.685378992
779	0.584582182	0.6853929915
780	0.5845627458	0.6853987729
781	0.5845415693	0.6854589286
782	0.5845258171	0.6854819085
783	0.5845136743	0.6855245709
784	0.584488717	0.6855212239
785	0.5844728755	0.6855649218
786	0.584457059	0.6855677381
787	0.5844273337	0.6856286177
788	0.5844083231	0.685675536
789	0.5843915378	0.6857071404
790	0.5843708618	0.6856840387
791	0.584350475	0.6856832952
792	0.5843346366	0.6856822449
793	0.5843151289	0.6856835509
794	0.5842954015	0.6857013768
795	0.5842752483	0.6857200743
796	0.5842584805	0.6857198697
797	0.584245594	0.6857053462
798	0.5842301609	0.6857447149
799	0.584208523	0.6857772453
800	0.5841866622	0.6857870318
801	0.5841572433	0.6857779145
802	0.5841300123	0.685805833
803	0.5841153786	0.6857975354
804	0.5840912343	0.6858138276
805	0.5840777701	0.6858322205
806	0.5840603968	0.6858525101
807	0.5840397976	0.6858740817
808	0.5840199823	0.6858648672
809	0.5839996567	0.6858996515
810	0.5839768604	0.6859261092
811	0.5839601959	0.6859551149
812	0.5839423424	0.6859633518
813	0.5839311993	0.6859585388
814	0.5839071435	0.685958287
815	0.5838861774	0.6859640565
816	0.5838726689	0.6859711661
817	0.5838602783	0.6859687177
818	0.5838424605	0.6859708008
819	0.583829955	0.6859662133
820	0.5838121453	0.6859869287
821	0.5837966806	0.6860270749
822	0.583777514	0.6860374814
823	0.5837640066	0.6860433572
824	0.5837478923	0.6860786659
825	0.5837323161	0.6860768518
826	0.5837159232	0.6860941727
827	0.5836977798	0.6861213124
828	0.583683293	0.6861282643
829	0.5836627255	0.6861300318
830	0.5836426877	0.686169762
831	0.5836284905	0.6861627323
832	0.5836074366	0.6861812099
833	0.5835875763	0.6862003942
834	0.5835699974	0.6861936395
835	0.5835551731	0.6861857397
836	0.5835437421	0.6861586708
837	0.5835169664	0.6861821509
838	0.583498972	0.6862070914
839	0.5834807207	0.6862280208
840	0.5834684983	0.6862379856
841	0.5834519957	0.6862566741
842	0.5834371588	0.6862853801
843	0.5834149106	0.6863049925
844	0.5833918037	0.6863205241
845	0.5833730084	0.6863750285
846	0.583357783	0.6863745454
847	0.5833352136	0.6864177288
848	0.583319192	0.686426269
849	0.583298604	0.6863976979
850	0.5832771923	0.6864408376
851	0.5832600398	0.686433935
852	0.5832470331	0.6864457561
853	0.5832239124	0.6864572695
854	0.5832072958	0.6864552058
855	0.5831872883	0.6864698933
856	0.5831679812	0.6865123489
857	0.5831534781	0.6865247603
858	0.5831277746	0.6865310527
859	0.5831108392	0.6865877836
860	0.583095497	0.6866003576
861	0.5830727005	0.686625742
862	0.5830551354	0.6866274735
863	0.5830367077	0.6866281307
864	0.5830173393	0.6866165356
865	0.5830054346	0.6866019125
866	0.5829916666	0.6866604284
867	0.5829850756	0.6866754108
868	0.5829692184	0.6866892759
869	0.5829526573	0.6866972697
870	0.5829358291	0.6866984174
871	0.582921895	0.6867129423
872	0.5829048034	0.6867115751
873	0.5828898257	0.6867295733
874	0.582861948	0.6867704228
875	0.5828396881	0.6867787474
876	0.582813377	0.6867671857
877	0.5827975014	0.6867333722
878	0.5827824559	0.6867660525
879	0.5827581802	0.6867771717
880	0.5827408001	0.686773772
881	0.5827226506	0.686766108
882	0.5827049617	0.6867624868
883	0.5826895481	0.6867751044
