iter	Accuracy	Logloss
2805	0.7015892876	0.5579815572
2806	0.7015971174	0.5579734381
2807	0.7016049472	0.557964458
2808	0.7016190408	0.5579581225
2809	0.7016292195	0.5579475747
2810	0.7016472279	0.5579334469
2811	0.7016347003	0.557927982
2812	0.7016260876	0.5579244303
2813	0.7016769811	0.5579112408
2814	0.7016824619	0.5579057033
2815	0.7016613215	0.5578965021
2816	0.7016613215	0.5578903064
2817	0.7016668024	0.5578768296
2818	0.7016918577	0.5578664905
2819	0.7017083002	0.5578582901
2820	0.7017020364	0.5578529877
2821	0.7017036023	0.557842968
2822	0.7017302236	0.5578366752
2823	0.7017075172	0.5578274214
2824	0.7017607597	0.55781469
2825	0.7017693724	0.5578056035
2826	0.7017615427	0.5577986866
2827	0.7017709384	0.5577862601
2828	0.7017779852	0.5577682449
2829	0.7017952107	0.5577597428
2830	0.7017873809	0.5577339436
2831	0.7017967766	0.5577248819
2832	0.7018273128	0.5577154161
2833	0.7018429723	0.5577096113
2834	0.7018508021	0.5577023732
2835	0.7018742914	0.5576893145
2836	0.7018821212	0.5576838632
2837	0.7018680276	0.5576782194
2838	0.7018821212	0.5576692407
2839	0.7019040445	0.5576500106
2840	0.7019157892	0.5576413543
2841	0.701922053	0.5576280995
2842	0.7019486743	0.5575999325
2843	0.7019596359	0.5575915257
2844	0.7019596359	0.5575785533
2845	0.7019823423	0.5575678318
2846	0.701991738	0.5575531986
2847	0.7019980018	0.5575463286
2848	0.7020113125	0.5575346301
2849	0.7020097465	0.5575268859
2850	0.7020441975	0.5575161849
2851	0.7020371507	0.5575029808
2852	0.7020473294	0.5574919723
2853	0.7020755166	0.5574800288
2854	0.7020739507	0.5574748949
2855	0.7020637719	0.5574697884
2856	0.7020817804	0.557461407
2857	0.7020739507	0.5574541268
2858	0.7020919591	0.5574425593
2859	0.7020794315	0.5574278485
2860	0.7020841294	0.5574219154
2861	0.7020880442	0.5574131803
2862	0.7021005719	0.5574067994
2863	0.7020927421	0.5573946627
2864	0.7021060527	0.5573874802
2865	0.7020935251	0.5573783758
2866	0.7021029208	0.557373476
2867	0.7020794315	0.557364761
2868	0.7021123165	0.5573495322
2869	0.7021013549	0.5573407856
2870	0.7021295421	0.5573313968
2871	0.7021459846	0.5573218112
2872	0.7021538144	0.5573127984
2873	0.7021452016	0.5573054504
2874	0.702165559	0.5572949479
2875	0.7021679079	0.5572865067
2876	0.7021780867	0.5572778679
2877	0.7021710399	0.5572683371
2878	0.7021976611	0.5572561244
2879	0.7022054909	0.5572499712
2880	0.7022086228	0.5572404923
2881	0.7022172355	0.5572278315
2882	0.7022148866	0.5572149766
2883	0.7022438568	0.5572090955
2884	0.7022477716	0.5571996535
2885	0.7022798737	0.5571804462
2886	0.7022751759	0.5571752975
2887	0.7022978822	0.5571675435
2888	0.702305712	0.5571515353
2889	0.7023119758	0.5571415241
2890	0.7023080609	0.5571343747
2891	0.7023080609	0.5571264402
2892	0.7023190226	0.5571199906
2893	0.7023464268	0.5571102035
2894	0.7023542566	0.5571031014
2895	0.7023526906	0.55709512
2896	0.7023636523	0.5570875681
2897	0.7023675672	0.5570795047
2898	0.7023840097	0.5570712323
2899	0.702373048	0.5570651652
2900	0.7023855757	0.5570577102
2901	0.7023988863	0.5570512233
2902	0.7024161118	0.5570387958
2903	0.7024356862	0.5570321677
2904	0.7024521288	0.5570208056
2905	0.7024521288	0.5570106438
2906	0.7024474309	0.5570013537
2907	0.7024505628	0.556986072
2908	0.7024576096	0.5569800117
2909	0.7024850138	0.556962557
2910	0.7024685713	0.5569528824
2911	0.7025280776	0.5569459576
2912	0.7025249457	0.5569346148
2913	0.702513201	0.5569278899
2914	0.7025296435	0.5569160483
2915	0.7025546988	0.5568828957
2916	0.7025601796	0.5568758519
2917	0.7025562648	0.5568687695
2918	0.7025805371	0.556857503
2919	0.7026110732	0.5568483539
2920	0.7026259498	0.5568407491
2921	0.7026243838	0.5568341802
2922	0.7026329965	0.5568242029
2923	0.7026353455	0.5568184635
2924	0.7026329965	0.5568125466
2925	0.7026267327	0.5568054901
2926	0.7026134221	0.556796129
2927	0.7026228178	0.5567835089
2928	0.7026478731	0.5567761045
2929	0.7026619667	0.5567655897
2930	0.7026588348	0.5567571519
2931	0.7026361285	0.556744927
2932	0.7026682305	0.5567393977
2933	0.7026799752	0.5567315118
2934	0.7027003326	0.5567221811
2935	0.7027175581	0.5567123699
2936	0.7027238219	0.5567059217
2937	0.7027426134	0.5566973396
2938	0.7027402645	0.5566905994
2939	0.7027363496	0.5566827522
2940	0.7027386985	0.5566681245
2941	0.7027441793	0.5566594226
2942	0.7027473113	0.5566536871
2943	0.7027441793	0.5566410604
2944	0.7027379155	0.5566344262
2945	0.7027465283	0.5566247893
2946	0.7027433964	0.5566180425
2947	0.7027621878	0.5566112625
2948	0.7027473113	0.5566059233
2949	0.7027676687	0.5565964299
2950	0.702789592	0.5565910892
2951	0.7027942899	0.5565829438
2952	0.702824826	0.5565695324
2953	0.702824043	0.5565615109
2954	0.7028342218	0.5565560671
2955	0.7028287409	0.5565493611
2956	0.7028397026	0.5565411818
2957	0.7028553621	0.5565317759
2958	0.7028467494	0.5565216672
2959	0.7028671068	0.5565082915
2960	0.7028663238	0.5565003794
2961	0.7028655408	0.5564908033
2962	0.7028765025	0.5564799605
2963	0.7028843323	0.5564715466
2964	0.7028921621	0.5564616882
2965	0.7028921621	0.5564534096
2966	0.7029023408	0.5564475941
2967	0.7029563662	0.5564363007
2968	0.7029759407	0.5564291317
2969	0.7029775066	0.5564167142
2970	0.702997864	0.5564074976
2971	0.7030119576	0.5563973537
2972	0.7030127406	0.5563871223
2973	0.7030362299	0.5563816017
2974	0.7030417108	0.5563744404
2975	0.7030550214	0.5563635422
2976	0.7030644171	0.5563556084
2977	0.7031074809	0.5563464978
2978	0.7031113958	0.5563370411
2979	0.7030980852	0.5563266936
2980	0.7030918213	0.556318957
2981	0.7030800767	0.5563068607
2982	0.7030808596	0.5562973172
2983	0.7030941703	0.5562904827
2984	0.7031121787	0.5562829136
2985	0.7031160936	0.5562765848
2986	0.7031403659	0.5562650261
2987	0.703138017	0.5562591626
2988	0.7031693361	0.5562498547
2989	0.703174034	0.5562447288
2990	0.703171685	0.5562379197
2991	0.7031662042	0.5562268807
2992	0.7031755999	0.5562187092
2993	0.7031771659	0.5562113145
2994	0.7031849956	0.5562050419
2995	0.7031802978	0.5561957686
2996	0.7031795148	0.5561837318
2997	0.7031904765	0.556175032
2998	0.7031865616	0.5561673823
2999	0.7032022212	0.5561601144
3000	0.703208485	0.5561485681
3001	0.7032296254	0.556138416
3002	0.7032249275	0.5561330773
3003	0.7032280594	0.5561268717
3004	0.7032382381	0.5561153766
3005	0.7032296254	0.5561058688
3006	0.7032217956	0.5560976388
3007	0.7032241445	0.556090948
3008	0.7032476338	0.5560752836
3009	0.7032703402	0.5560696598
3010	0.7032491998	0.5560584226
3011	0.7032609445	0.5560479818
3012	0.703275821	0.5560366667
3013	0.703275821	0.5560310799
3014	0.7032703402	0.5560204366
3015	0.7032742551	0.5560081891
3016	0.70327817	0.5559949675
3017	0.703275821	0.5559859333
3018	0.7032797359	0.5559828822
3019	0.7032813019	0.5559750781
3020	0.7032805189	0.5559669003
3021	0.7032938295	0.555958485
3022	0.7032946125	0.5559499131
3023	0.7033087061	0.5559420937
3024	0.7033368933	0.5559359555
3025	0.7033290635	0.5559285851
3026	0.7033329784	0.555920196
3027	0.7033423741	0.5559063958
3028	0.7033525528	0.5558985263
3029	0.7033337614	0.5558937496
3030	0.703344723	0.5558851507
3031	0.7033595996	0.555875782
3032	0.7033682124	0.5558684251
3033	0.70338074	0.5558621536
3034	0.7033893528	0.5558552666
3035	0.7034026634	0.5558473498
3036	0.703416757	0.5558386171
3037	0.7034402463	0.5558263016
3038	0.7034598207	0.555819048
3039	0.7034754803	0.5558096729
3040	0.7034919228	0.5557977716
3041	0.7034919228	0.5557905086
3042	0.7035005356	0.5557827769
3043	0.7035060164	0.5557753484
3044	0.7035036675	0.5557684111
3045	0.7034974036	0.55576015
3046	0.7035005356	0.5557550656
3047	0.7034989696	0.555748462
3048	0.7035067994	0.5557428296
3049	0.7035114972	0.5557352005
3050	0.7035154121	0.5557220663
3051	0.7035616078	0.5557141869
3052	0.703552995	0.5557067163
3053	0.7035498631	0.5556991402
3054	0.703589012	0.5556919159
3055	0.7035913609	0.5556835794
3056	0.7035976248	0.5556779986
3057	0.7035984077	0.5556730992
3058	0.7036148503	0.5556679103
3059	0.7036273779	0.5556592801
3060	0.7036461694	0.5556448086
3061	0.7036164162	0.5556395227
3062	0.7036399055	0.5556238955
3063	0.7036453864	0.5556171414
3064	0.7036696587	0.555605611
3065	0.7037017608	0.5555928995
3066	0.7037150714	0.5555868084
3067	0.7036986288	0.5555768081
3068	0.7036970629	0.5555658824
3069	0.7037111565	0.5555555334
3070	0.7037675309	0.555546399
3071	0.7037863223	0.5555343207
3072	0.7037941521	0.5555277663
3073	0.703798067	0.5555197124
3074	0.7038105946	0.5555147978
3075	0.7037816245	0.5555089648
3076	0.703798067	0.5555014103
3077	0.703798067	0.5554951703
3078	0.7038505265	0.5554859247
3079	0.7038489605	0.5554794788
3080	0.7038505265	0.5554681748
3081	0.7038622711	0.5554589802
3082	0.703867752	0.5554515738
3083	0.7038787137	0.5554437624
3084	0.7038810626	0.5554370159
3085	0.7038888924	0.5554265196
3086	0.7038959392	0.5554202854
3087	0.7039084668	0.5554110251
3088	0.7039053349	0.5553912985
3089	0.7038904583	0.5553770714
3090	0.7039108157	0.555362171
3091	0.7039076838	0.5553530766
3092	0.7039296072	0.5553429378
3093	0.7039476157	0.5553370102
3094	0.7039570114	0.5553263863
3095	0.7039546625	0.5553184635
3096	0.7039679731	0.5553105527
3097	0.7039844156	0.5553018371
3098	0.7039898965	0.5552969578
3099	0.7040102539	0.5552884358
3100	0.7039953773	0.5552631422
3101	0.7039969433	0.5552566591
3102	0.7039953773	0.5552457319
3103	0.7040196496	0.5552308182
3104	0.7040306113	0.5552210338
3105	0.704039224	0.5552140036
3106	0.7040525347	0.5552042211
3107	0.7040705431	0.555195352
3108	0.7040627134	0.5551890152
3109	0.7040666282	0.5551832047
3110	0.7040846367	0.5551697445
3111	0.704076807	0.5551617315
3112	0.7040963814	0.5551486586
3113	0.7041073431	0.5551369625
3114	0.7041292664	0.5551251101
3115	0.7041159558	0.5551184415
3116	0.7041331813	0.5551082014
3117	0.704144926	0.5550971241
3118	0.7041652834	0.5550903679
3119	0.7041707642	0.5550849771
3120	0.7041386622	0.5550759156
3121	0.7041660664	0.5550686527
3122	0.7041684153	0.5550633847
3123	0.7041660664	0.5550528505
3124	0.704177811	0.5550422166
3125	0.7041926876	0.5550315062
3126	0.7041942536	0.5550205577
3127	0.7042177429	0.5550117881
3128	0.7042224408	0.5550029571
3129	0.7042381003	0.554992429
3130	0.7042099131	0.5549773911
3131	0.7042083472	0.5549689443
3132	0.7042075642	0.5549590519
3133	0.7041958195	0.5549498083
3134	0.704213045	0.5549426708
3135	0.7042420152	0.554937865
3136	0.7042662875	0.5549237432
3137	0.7042655045	0.5549154027
3138	0.7042756832	0.5549100572
3139	0.7042788151	0.5549019039
3140	0.7042874279	0.554896782
3141	0.7042882109	0.5548836453
3142	0.7042756832	0.5548716702
3143	0.7042709854	0.5548643155
3144	0.7042936917	0.5548564447
3145	0.7043030874	0.5548502109
3146	0.7043101342	0.5548368513
3147	0.7043242278	0.5548321181
3148	0.7043406704	0.5548224548
3149	0.7043563299	0.5548134871
3150	0.704388432	0.5548024575
3151	0.7044080064	0.5547910692
3152	0.7044033085	0.5547807941
3153	0.7044127043	0.5547716148
3154	0.7044307128	0.554763736
3155	0.7044330617	0.5547492414
3156	0.7044260149	0.5547413897
3157	0.7044189681	0.5547364799
3158	0.7044283638	0.554730378
3159	0.7044174021	0.5547208442
3160	0.7044189681	0.5547100676
3161	0.7044299298	0.5547045011
3162	0.7044299298	0.5546977421
3163	0.7044534191	0.5546889868
3164	0.7044675127	0.5546805549
3165	0.7044675127	0.5546706668
3166	0.7044706446	0.554665485
3167	0.7044635978	0.5546583313
3168	0.7044816063	0.5546493017
3169	0.7045050956	0.5546405654
3170	0.7045176233	0.5546333707
3171	0.7045058786	0.554627022
3172	0.7045074445	0.554618974
3173	0.7045379807	0.5546094716
3174	0.7045207552	0.5545999445
3175	0.7045184062	0.5545872768
3176	0.7045489424	0.5545763256
3177	0.7045786955	0.5545699531
3178	0.7045810444	0.5545622503
3179	0.7046194103	0.5545476311
3180	0.7046162784	0.5545418045
3181	0.7046538613	0.5545292699
3182	0.7046421167	0.5545201337
3183	0.704631938	0.5545141257
3184	0.7046288061	0.5545053441
3185	0.7046366358	0.5545013584
3186	0.7046389848	0.5544905631
3187	0.7046687379	0.5544837537
3188	0.704666389	0.5544781458
3189	0.7046828315	0.5544690981
3190	0.7046765677	0.5544596989
3191	0.7046624741	0.5544527564
3192	0.7046601252	0.5544402417
3193	0.7046718698	0.554431473
3194	0.7046961421	0.5544224467
3195	0.7046969251	0.5544054698
3196	0.7047149336	0.5543949414
3197	0.7047219804	0.5543862806
3198	0.7047078868	0.5543789872
3199	0.7047282442	0.5543716383
3200	0.7047611292	0.5543648797
3201	0.7047415548	0.554356377
3202	0.7047603463	0.5543417815
3203	0.7047713079	0.5543303841
3204	0.7047642612	0.5543259986
3205	0.7047579973	0.5543191771
3206	0.7047619122	0.5543139243
3207	0.7047963632	0.5542999437
3208	0.7047916654	0.5542923271
3209	0.7047885335	0.5542756432
3210	0.70480341	0.5542662364
3211	0.7048135887	0.5542629675
3212	0.70484021	0.5542519427
3213	0.7048464738	0.5542412724
3214	0.7048770099	0.5542311318
3215	0.7048676142	0.5542230384
3216	0.7048793588	0.5542112434
3217	0.7048864056	0.5542038721
3218	0.7048652652	0.5541950573
3219	0.704873095	0.5541888936
3220	0.7048965843	0.5541755994
3221	0.704907546	0.5541676145
3222	0.7049051971	0.5541582277
3223	0.7049169418	0.5541517217
3224	0.7049466949	0.5541442843
3225	0.7049725332	0.5541356591
3226	0.7049623544	0.5541229168
3227	0.7049733161	0.554115677
3228	0.7049905416	0.5541095124
3229	0.7049928906	0.5541024066
3230	0.7049834948	0.5540937675
3231	0.7049858438	0.554085079
3232	0.7050046352	0.5540741791
3233	0.705010899	0.5540592598
3234	0.7050171629	0.554052361
3235	0.705048482	0.5540443706
3236	0.7050437841	0.5540353059
3237	0.7050680564	0.5540258859
3238	0.7050711883	0.5540163426
3239	0.7050649245	0.5540099835
3240	0.7050696224	0.5539983884
3241	0.7050672734	0.5539902395
3242	0.7050735372	0.5539835912
3243	0.7050837159	0.5539786156
3244	0.7050844989	0.5539662438
3245	0.7051001585	0.5539417098
3246	0.7051259967	0.5539277997
3247	0.7051197329	0.5539195113
3248	0.7051252138	0.5539128901
3249	0.7051487031	0.5538976317
3250	0.7051377414	0.5538915315
3251	0.7051487031	0.5538833698
3252	0.705150269	0.5538736766
3253	0.7051471371	0.5538578616
3254	0.7051588818	0.55384359
3255	0.7051667116	0.5538365047
3256	0.7051800222	0.5538322201
3257	0.7051948987	0.5538247532
3258	0.7052042945	0.5538170585
3259	0.7051902009	0.5538066688
3260	0.7052019455	0.5538005367
3261	0.7052105583	0.5537936497
3262	0.70522152	0.5537863395
3263	0.7052129072	0.5537751186
3264	0.705219954	0.553768446
3265	0.7052301327	0.5537613172
3266	0.7052230859	0.5537542163
3267	0.7052230859	0.5537476789
3268	0.7052481412	0.5537358165
3269	0.7052645837	0.5537261489
3270	0.7052794603	0.5537181902
3271	0.7053029496	0.5537066664
3272	0.7053099964	0.5536981229
3273	0.7053146943	0.5536912383
3274	0.7052990347	0.5536748087
3275	0.7053068645	0.5536683035
3276	0.7053131283	0.5536606566
3277	0.7053092135	0.5536541652
3278	0.7053139113	0.553648281
3279	0.7053358347	0.5536341366
3280	0.7053428815	0.5536275933
3281	0.7053491453	0.5536210864
3282	0.7053796814	0.5536132905
3283	0.7053820304	0.5535979081
3284	0.7053796814	0.5535880255
3285	0.7053804644	0.5535809319
3286	0.7054047367	0.5535706457
3287	0.7054023878	0.5535612078
3288	0.705430575	0.553544959
3289	0.7054423196	0.5535363558
3290	0.7054509324	0.5535274111
3291	0.7054697238	0.5535181278
3292	0.7054658089	0.5535038155
3293	0.7054822515	0.5534931709
3294	0.705499477	0.5534858417
3295	0.7055221833	0.5534778574
3296	0.7055276642	0.5534674831
3297	0.7055386258	0.5534583303
3298	0.705532362	0.5534508494
3299	0.7055394088	0.5534405964
3300	0.7055425407	0.553432917
3301	0.7055401918	0.5534248532
3302	0.7055488046	0.5534142372
3303	0.7055707279	0.5534066447
3304	0.7055628981	0.5534007751
3305	0.7055863875	0.5533925983
3306	0.7055973492	0.5533862086
3307	0.7056075279	0.5533783752
3308	0.7056208385	0.5533698627
3309	0.7056310172	0.5533660754
3310	0.7056271023	0.5533601743
3311	0.7056458938	0.5533530586
3312	0.7056286682	0.5533440636
3313	0.7056490257	0.5533359161
3314	0.7056576384	0.5533280799
3315	0.7056474597	0.5533185056
3316	0.7056889575	0.5533134901
3317	0.7056928724	0.5533051024
3318	0.7057108809	0.5532912033
3319	0.705742983	0.5532715302
3320	0.7057249745	0.5532650674
3321	0.7057359362	0.5532522689
3322	0.7057578595	0.5532413059
3323	0.7057782169	0.5532329031
3324	0.7057829148	0.553224647
3325	0.7057805659	0.5532169729
3326	0.7057789999	0.5532107119
3327	0.7057946595	0.5532034249
3328	0.7057813489	0.5531900983
3329	0.7057782169	0.5531837395
3330	0.7057547276	0.5531585324
3331	0.7057570766	0.5531485665
3332	0.7057813489	0.5531359569
3333	0.705810319	0.5531272872
3334	0.7058385062	0.5530990611
3335	0.7058197147	0.5530938203
3336	0.70584477	0.5530815001
3337	0.7058549487	0.5530687233
3338	0.7058338083	0.5530553252
3339	0.7058345913	0.5530499531
3340	0.7058416381	0.5530404888
3341	0.7058479019	0.5530318497
3342	0.7058572977	0.5530228237
3343	0.7058486849	0.5530175345
3344	0.705847119	0.5530123833
3345	0.7058557317	0.5530011774
3346	0.7058549487	0.5529965448
3347	0.7058721742	0.5529913298
3348	0.7058987955	0.5529808546
3349	0.7059066252	0.5529685027
3350	0.7059293316	0.552960396
3351	0.705948906	0.5529492984
3352	0.7059661315	0.5529356365
3353	0.7059763102	0.5529246708
3354	0.7059676975	0.5529188228
3355	0.7059802251	0.5529087738
3356	0.7059958847	0.5528995771
3357	0.7059904038	0.5528911228
3358	0.7060131102	0.5528838983
3359	0.706018591	0.5528754045
3360	0.706019374	0.5528695393
3361	0.706018591	0.552853572
3362	0.706017808	0.5528469776
3363	0.7060248548	0.5528373159
3364	0.706020157	0.5528250967
3365	0.7060154591	0.5528136898
3366	0.7060146761	0.5528036583
3367	0.7060334676	0.5527902453
3368	0.7060436463	0.5527834839
3369	0.706054608	0.5527758681
3370	0.7060436463	0.5527686687
3371	0.7060459952	0.5527598286
3372	0.7060350335	0.5527542432
3373	0.7060467782	0.552748472
3374	0.7060412974	0.552741382
3375	0.7060514761	0.5527288578
3376	0.7060640037	0.5527218744
3377	0.7060640037	0.5527125339
3378	0.7060718335	0.5527059871
3379	0.7060835781	0.5526982934
3380	0.7060851441	0.5526897582
3381	0.7061000207	0.5526843868
3382	0.706122727	0.5526544237
3383	0.7061031526	0.552647319
3384	0.7061031526	0.552619849
3385	0.7060859271	0.5526135652
3386	0.7061352547	0.5525984541
3387	0.7061540461	0.5525909116
3388	0.7061548291	0.5525846962
3389	0.7061438674	0.5525768344
3390	0.706159527	0.5525722579
3391	0.7061610929	0.5525656012
3392	0.7061626589	0.5525589115
3393	0.7061814503	0.5525524109
3394	0.7061971099	0.5525417185
3395	0.70622608	0.5525341454
3396	0.7062354758	0.5525247358
3397	0.7062378247	0.5525199484
3398	0.7062558332	0.552512215
3399	0.7062730587	0.5525035896
3400	0.7062785395	0.5524920452
3401	0.7062855863	0.5524838211
3402	0.7063035948	0.5524776063
3403	0.706295765	0.5524689814
3404	0.7063255182	0.5524541137
3405	0.7063419607	0.5524484048
3406	0.7063584032	0.5524404277
3407	0.7063552713	0.5524281661
3408	0.7063599692	0.552421611
3409	0.7063419607	0.5524107032
3410	0.7063599692	0.5523969861
3411	0.7063873734	0.5523860072
3412	0.7063889393	0.552375373
3413	0.7063952032	0.5523684429
3414	0.7063811096	0.5523627939
3415	0.7063944202	0.5523538875
3416	0.7063865904	0.5523493295
3417	0.7063873734	0.5523413388
3418	0.70640225	0.5523347658
3419	0.7064045989	0.5523232668
3420	0.7064124287	0.5523137488
3421	0.7064186925	0.5523062773
3422	0.7064226074	0.5523009201
3423	0.7064398329	0.5522885083
3424	0.7064445307	0.5522821287
3425	0.7064257393	0.5522739353
3426	0.7064335691	0.5522599505
3427	0.7064288712	0.5522529827
3428	0.706436701	0.5522475387
3429	0.7064641052	0.5522333121
3430	0.7064727179	0.5522275981
3431	0.7064633222	0.552220796
3432	0.7064868115	0.5522163108
3433	0.7064766328	0.5522092207
3434	0.7065157817	0.5522016616
3435	0.7065157817	0.5521887227
3436	0.7065243944	0.5521820838
3437	0.7065431859	0.5521711282
3438	0.7065557135	0.5521653342
3439	0.7065776369	0.5521553804
3440	0.7065901646	0.5521484054
3441	0.7065948624	0.5521427298
3442	0.7066481049	0.5521344994
3443	0.7066347943	0.5521230072
3444	0.7066387092	0.5521166063
3445	0.7066535857	0.5521099792
3446	0.70664419	0.5520993684
3447	0.7066410581	0.5520940115
3448	0.7066387092	0.5520896068
3449	0.7066332283	0.5520832003
3450	0.70664419	0.5520783962
3451	0.7066575006	0.5520721013
3452	0.706679424	0.5520567421
3453	0.7067021303	0.5520463246
3454	0.7066943006	0.5520400712
3455	0.7066974325	0.5520216134
3456	0.7066943006	0.5520134913
3457	0.7067013473	0.5520079405
3458	0.7066747261	0.5519968023
3459	0.706679424	0.55199157
3460	0.7066614155	0.5519833704
3461	0.7066958665	0.5519739386
3462	0.7066982154	0.5519606848
3463	0.7067083941	0.551952022
3464	0.7067248367	0.5519452958
3465	0.7067350154	0.551938462
3466	0.7067451941	0.5519277864
3467	0.7067381473	0.5519222264
3468	0.7067498919	0.5519121662
3469	0.7067264026	0.5519051044
3470	0.7067404962	0.5518956341
3471	0.7067577217	0.5518905506
3472	0.7068203599	0.5518742827
3473	0.7068430663	0.5518675668
3474	0.7068657726	0.5518612998
3475	0.7068548109	0.551853796
3476	0.706851679	0.5518387141
3477	0.7068595088	0.551832152
3478	0.7068649896	0.551824925
3479	0.7068743854	0.5518143833
3480	0.7069017896	0.5518050908
3481	0.7069064874	0.5517991899
3482	0.7069182321	0.5517924526
3483	0.706921364	0.551785699
3484	0.7069284108	0.5517782675
3485	0.7069401555	0.5517731058
3486	0.7069597299	0.5517693782
3487	0.7069738235	0.5517547092
3488	0.7069644278	0.5517499648
3489	0.7069879171	0.5517330124
3490	0.706992615	0.5517278285
3491	0.7069879171	0.551722158
3492	0.7070153213	0.5517155855
3493	0.7070192362	0.5517082674
3494	0.7070255	0.5517018424
3495	0.7070348957	0.5516916136
3496	0.707026283	0.5516837293
3497	0.7070380276	0.5516736994
3498	0.7070622999	0.5516647373
3499	0.7070583851	0.5516571617
3500	0.7070771765	0.5516453854
3501	0.7070850063	0.5516387506
3502	0.7071053637	0.5516311935
3503	0.7071147594	0.5516231289
3504	0.7071163254	0.5516169061
3505	0.7071343339	0.5516095863
3506	0.7071515594	0.5516026132
3507	0.7071562572	0.5515892495
3508	0.7071726998	0.5515808305
3509	0.7071758317	0.5515763224
3510	0.7071719168	0.5515721399
3511	0.7071805295	0.5515670614
3512	0.7072110657	0.5515607378
3513	0.707198538	0.5515520351
3514	0.7072196784	0.551542766
3515	0.7072063678	0.5515370762
3516	0.7072235933	0.5515282627
3517	0.7072204614	0.55151936
3518	0.707197755	0.5515124523
3519	0.7072118486	0.551505249
3520	0.7072110657	0.5515005758
3521	0.7072181125	0.5514892221
3522	0.707200887	0.5514829503
3523	0.7072126316	0.5514761934
3524	0.7072282912	0.5514727184
3525	0.7072157635	0.5514647016
3526	0.707234555	0.5514581861
3527	0.7072314231	0.5514421618
3528	0.7072165465	0.5514355768
3529	0.7072141976	0.5514226638
3530	0.7072188954	0.5514097154
3531	0.7072494316	0.5514020589
3532	0.7072290741	0.5513916804
3533	0.7072423848	0.551383359
3534	0.7072650911	0.5513727011
3535	0.7072603932	0.5513619846
3536	0.7072650911	0.5513507291
3537	0.7072603932	0.5513444782
3538	0.7072744868	0.5513341158
3539	0.7072760528	0.5513255082
3540	0.7072752698	0.5513192957
3541	0.7072760528	0.5513092586
3542	0.7072971932	0.5513037354
3543	0.7072995421	0.5512950332
3544	0.7073097208	0.5512847795
3545	0.7073324272	0.5512783759
3546	0.707338691	0.5512716006
3547	0.7073355591	0.551266142
3548	0.7073292953	0.5512577387
3549	0.707339474	0.5512493818
3550	0.7073402569	0.5512440223
3551	0.7073645292	0.5512315174
3552	0.7073566995	0.55122023
3553	0.7073559165	0.5512142418
3554	0.7073559165	0.5512070443
3555	0.7073833207	0.551200548
3556	0.7074224696	0.5511898395
3557	0.70740681	0.5511812226
3558	0.7074115079	0.5511757217
3559	0.7074201206	0.5511598597
3560	0.7074193377	0.5511520595
3561	0.7074271674	0.5511453699
3562	0.7074295164	0.551137685
3563	0.7074248185	0.5511244462
3564	0.7074310823	0.5511193655
3565	0.7074483078	0.551108962
3566	0.7074608355	0.5510972004
3567	0.7074749291	0.5510754741
3568	0.7074600525	0.5510683286
3569	0.7074647504	0.5510596976
3570	0.7074945035	0.5510519063
3571	0.7074905886	0.5510425629
3572	0.7074937205	0.5510336745
3573	0.7074937205	0.5510243422
3574	0.7074882397	0.5510132004
3575	0.7075038992	0.5510064757
3576	0.7075500949	0.5509984683
3577	0.7075563587	0.5509912915
3578	0.7075555757	0.5509862704
3579	0.7075876778	0.5509782092
3580	0.7075900267	0.5509691886
3581	0.7075978565	0.5509630289
3582	0.7076127331	0.5509549875
3583	0.7076025544	0.5509495099
3584	0.7076221288	0.5509441924
3585	0.7076276097	0.5509364657
3586	0.7076268267	0.5509310403
3587	0.7076119501	0.5509219294
3588	0.7076017714	0.5509137428
3589	0.7076197799	0.5509053189
3590	0.7076135161	0.550899069
3591	0.7076182139	0.5508943976
3592	0.7076252607	0.5508877827
3593	0.7076299586	0.5508789131
3594	0.7076354394	0.5508738606
3595	0.707651882	0.5508610851
3596	0.707649533	0.5508499699
3597	0.7076628436	0.5508453539
3598	0.7076683245	0.5508350294
3599	0.7077035585	0.550830095
3600	0.7077106053	0.5508263158
3601	0.7077489712	0.5508157515
3602	0.7077568009	0.5508061783
3603	0.7077693286	0.5507961064
3604	0.7077771584	0.5507879737
3605	0.7077591499	0.5507737033
3606	0.707756018	0.5507649827
3607	0.7077614988	0.5507574724
3608	0.7077779413	0.5507476939
3609	0.707790469	0.5507418575
3610	0.7078170902	0.5507332112
3611	0.7078288349	0.550729777
3612	0.7078515412	0.5507197914
3613	0.7078531072	0.5507144296
3614	0.7078491923	0.5507023777
3615	0.7078969539	0.5506918166
3616	0.7079032177	0.5506854584
3617	0.7079047837	0.5506816227
3618	0.7079196603	0.5506742613
3619	0.7079423666	0.5506629963
3620	0.7079478474	0.5506572262
3621	0.7079689878	0.5506459101
3622	0.7079909112	0.5506404257
3623	0.7080003069	0.5506261341
3624	0.7080018729	0.5506159428
3625	0.707998741	0.5506098698
3626	0.7079822984	0.5506030342
3627	0.7080112686	0.5505938585
3628	0.7080151835	0.550586836
3629	0.7080183154	0.5505791029
3630	0.7080144005	0.5505677091
3631	0.7080104856	0.5505578894
3632	0.7080097027	0.5505445682
3633	0.7080292771	0.5505365605
3634	0.708033192	0.5505315815
3635	0.7080104856	0.5505238597
3636	0.7080292771	0.5505140038
