iter	Passed	Remaining
669	64169	31605
670	64255	31505
671	64347	31407
672	64430	31305
673	64526	31210
674	64613	31110
675	64708	31013
676	64814	30923
677	64920	30832
678	65029	30742
679	65133	30651
680	65247	30563
681	65362	30477
682	65474	30388
683	65589	30301
684	65695	30210
685	65788	30113
686	65900	30024
687	66001	29930
688	66099	29836
689	66189	29737
690	66276	29637
691	66362	29537
692	66462	29442
693	66567	29351
694	66659	29253
695	66752	29156
696	66837	29055
697	66923	28955
698	67007	28854
699	67093	28754
700	67175	28652
701	67264	28553
702	67350	28453
703	67457	28362
704	67552	28266
705	67651	28172
706	67744	28075
707	67841	27979
708	67927	27880
709	68009	27778
710	68100	27680
711	68181	27579
712	68261	27476
713	68344	27376
714	68444	27282
715	68541	27186
716	68646	27094
717	68747	27001
718	68872	26916
719	68998	26832
720	69116	26745
721	69236	26658
722	69351	26570
723	69473	26484
724	69595	26398
725	69704	26307
726	69806	26213
727	69891	26113
728	69975	26012
729	70060	25912
730	70156	25816
731	70251	25720
732	70349	25625
733	70449	25530
734	70548	25436
735	70653	25342
736	70751	25247
737	70843	25150
738	70941	25055
739	71024	24954
740	71115	24856
741	71200	24757
742	71286	24657
743	71381	24561
744	71467	24461
745	71554	24363
746	71643	24264
747	71738	24168
748	71822	24068
749	71910	23970
750	71999	23872
751	72085	23772
752	72166	23672
753	72251	23572
754	72335	23473
755	72418	23373
756	72508	23275
757	72598	23177
758	72716	23089
759	72816	22994
760	72920	22901
761	73031	22810
762	73147	22720
763	73260	22630
764	73371	22539
765	73485	22448
766	73603	22359
767	73705	22265
768	73800	22168
769	73893	22072
770	73980	21973
771	74063	21873
772	74158	21777
773	74243	21678
774	74328	21579
775	74414	21480
776	74506	21383
777	74591	21284
778	74697	21191
779	74783	21092
780	74874	20995
781	74972	20900
782	75075	20806
783	75163	20708
784	75248	20609
785	75332	20510
786	75422	20412
787	75504	20313
788	75586	20213
789	75671	20115
790	75784	20023
791	75877	19927
792	75971	19831
793	76070	19736
794	76173	19642
795	76270	19546
796	76370	19452
797	76470	19357
798	76561	19260
799	76675	19168
800	76801	19080
801	76910	18987
802	77021	18895
803	77131	18803
804	77246	18711
805	77361	18620
806	77473	18528
807	77587	18436
808	77689	18342
809	77824	18255
810	77930	18161
811	78047	18070
812	78149	17975
813	78238	17877
814	78339	17782
815	78456	17691
816	78556	17595
817	78646	17498
818	78743	17402
819	78852	17309
820	78948	17212
821	79045	17116
822	79131	17018
823	79228	16922
824	79331	16827
825	79422	16730
826	79506	16631
827	79586	16532
828	79671	16433
829	79759	16336
830	79853	16239
831	79933	16140
832	80015	16041
833	80099	15943
834	80183	15844
835	80275	15747
836	80356	15648
837	80439	15550
838	80522	15451
839	80633	15358
840	80735	15263
841	80963	15192
842	81082	15100
843	81198	15008
844	81326	14917
845	81439	14824
846	81554	14731
847	81662	14637
848	81760	14541
849	81852	14444
850	81952	14348
851	82036	14250
852	82125	14152
853	82222	14056
854	82326	13961
855	82420	13865
856	82501	13766
857	82582	13667
858	82670	13569
859	82756	13472
860	82851	13375
861	82975	13283
862	83084	13189
863	83188	13094
864	83278	12997
865	83364	12899
866	83450	12801
867	83539	12704
868	83632	12607
869	83723	12510
870	83809	12412
871	83894	12314
872	84001	12220
873	84109	12125
874	84205	12029
875	84296	11932
876	84376	11833
877	84470	11737
878	84556	11639
879	84659	11544
880	84753	11448
881	84852	11352
882	84961	11257
883	85075	11163
884	85189	11069
885	85315	10977
886	85434	10883
887	85550	10790
888	85657	10695
889	85749	10598
890	85830	10500
891	85918	10402
892	86043	10309
893	86132	10212
894	86238	10117
895	86347	10022
896	86443	9926
897	86531	9828
898	86625	9732
899	86726	9636
900	86822	9539
901	86909	9442
902	87017	9347
903	87109	9250
904	87196	9153
905	87282	9055
906	87371	8958
907	87458	8861
908	87543	8763
909	87627	8666
910	87718	8569
911	87805	8472
912	87895	8375
913	87976	8277
914	88063	8180
915	88157	8084
916	88254	7988
917	88358	7892
918	88469	7797
919	88571	7701
920	88667	7605
921	88755	7508
922	88844	7411
923	88945	7315
924	89061	7221
925	89163	7125
926	89268	7029
927	89368	6933
928	89469	6837
929	89575	6742
930	89688	6647
931	89793	6551
932	89893	6455
933	89988	6358
934	90111	6264
935	90201	6167
936	90286	6070
937	90377	5973
938	90473	5877
939	90562	5780
940	90648	5683
941	90742	5587
942	90829	5490
943	90916	5393
944	91011	5296
945	91124	5201
946	91209	5104
947	91300	5008
948	91395	4911
949	91478	4814
950	91564	4717
951	91648	4620
952	91734	4524
953	91825	4427
954	91907	4330
955	92002	4234
956	92101	4138
957	92182	4041
958	92268	3944
959	92349	3847
960	92441	3751
961	92533	3655
962	92638	3559
963	92740	3463
964	92850	3367
965	92963	3272
966	93074	3176
967	93220	3081
968	93341	2986
969	93457	2890
970	93570	2794
971	93673	2698
972	93783	2602
973	93892	2506
974	93978	2409
975	94068	2313
976	94171	2216
977	94256	2120
978	94349	2023
979	94436	1927
980	94541	1831
981	94643	1734
982	94738	1638
983	94829	1541
984	94936	1445
985	95047	1349
986	95148	1253
987	95257	1156
988	95353	1060
989	95449	964
990	95554	867
991	95655	771
992	95743	674
993	95849	578
994	95945	482
995	96033	385
996	96129	289
997	96234	192
998	96321	96
999	96405	0
